,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
1173,27,no,,"1450,0$",,3,3,,1,"224,0",3,0,79,2,1, research scientist ,3,divorced,"2566,0",25326,1,y,,15,"3,0",4,,1,"1,0",2,"2,0",1,,0,1,"2566,0",1996,1000000000$,,,1
1174,33,no,travel_rarely,"134,0$",,2,3,life sciences,1,"242,0",3,0,90,3,1, research scientist ,4,,,10515,0,,no,14,"3,0",1,,0,"4,0",2,,3,,0,2,,1990,1000000000$,,,yes
1175,36,no,travel_frequently,"635,0$",,18,1,,1,"286,0",2,1,73,3,1, laboratory technician ,4,single,,7703,1,y,,13,"3,0",1,"80,0",0,"8,0",2,"3,0",8,,1,7,,1987,1000000000$,,,yes
1176,37,no,,"1017,0$",,-18,2,medical,1,"340,0",18,1,83,2,1, research scientist ,1,,"3920,0",18697,2,,,14,,1,,1,,2,"2,0",3,,0,2,"3920,0",1986,1000000000$,,,1
1177,32,no,,"1311,0$",,7,3,,1,,2,0,not available,4,1, laboratory technician ,2,married,,26062,1,y,,20,"4,0",3,"80,0",0,"5,0",3,"1,0",5,,0,3,,1991,1000000000$,,,yes
1178,51,no,travel_rarely,"1302,0$",,-35,3,medical,1,,35,0,not available,1,2, manufacturing director ,2,divorced,,16321,5,,,18,"3,0",4,,1,,3,"3,0",4,,1,2,,1972,1000000000$,,,yes
1179,49,no,,"1091,0$",,-45,2,technical degree,1,"431,0",45,1,90,2,4, healthcare representative ,3,,"13964,0",17810,7,y,yes,12,"3,0",4,,0,,2,"3,0",7,,0,7,"13964,0",1974,1000000000$,,,1
1180,35,no,,"755,0$",,9,4,,1,"496,0",3,0,97,2,2, healthcare representative ,2,single,"6540,0",19394,9,y,,19,"3,0",3,,0,,5,"3,0",1,,0,0,"6540,0",1988,1000000000$,,,yes
1181,22,no,,"253,0$",,11,3,medical,1,"511,0",1,1,43,3,1, research scientist ,2,married,"2244,0",24440,1,,no,13,"3,0",4,,1,"2,0",1,"3,0",2,,1,2,"2244,0",2001,1000000000$,,,false
1182,33,no,,"922,0$",,1,5,,1,"612,0",1,1,95,4,4, research director ,3,,"16184,0",22578,4,y,no,19,"3,0",3,,1,"10,0",2,"3,0",6,"1,0",0,5,"16184,0",1990,1000000000$,,,false
1183,31,yes,,"1365,0$", sales ,13,4,medical,1,"650,0",2,0,46,3,2, sales executive ,1,divorced,"4233,0",11512,2,y,no,17,"3,0",3,"80,0",0,,2,"1,0",3,,1,2,"4233,0",1992,1000000000$, sales executive  -  sales ,,false
1184,45,yes,,"306,0$",,26,4,,1,"684,0",1,1,100,3,2, sales executive ,1,,,5630,2,,,14,"3,0",4,"80,0",2,"5,0",4,"3,0",1,,0,0,,1978,1000000000$,,,1
1185,53,no,,"970,0$",,7,3,,1,"730,0",3,0,59,4,4, research director ,3,married,"14814,0",13514,3,,no,19,"3,0",3,,0,"32,0",3,"3,0",5,,1,3,"14814,0",1970,1000000000$,,,1
1186,34,no,travel_rarely,"970,0$",,8,2,,1,"757,0",2,1,96,3,2, healthcare representative ,3,,,7360,3,y,no,11,"3,0",4,,0,"10,0",2,"3,0",5,,4,3,,1989,1000000000$,,,true
1187,43,no,,nan$,,14,2,life sciences,1,,2,0,94,3,4, research director ,1,,"17159,0",5200,6,y,no,24,"4,0",3,,1,,3,"3,0",4,,1,0,"17159,0",1980,1000000000$,,,0
1188,28,no,travel_rarely,"1169,0$",,8,2,medical,1,"869,0",2,0,63,2,1, human resources ,4,divorced,,23965,1,,,13,"3,0",4,"80,0",1,"6,0",6,"3,0",5,,0,4,,1995,1000000000$,,,1
1189,42,no,travel_frequently,"1271,0$", research & development ,2,1,,1,"875,0",2,0,35,3,1, research scientist ,4,single,,9068,5,,,14,"3,0",4,,0,"8,0",2,"3,0",2,,2,2,,1981,1000000000$, research scientist  -  research & development ,,1
1190,27,no,travel_rarely,"618,0$",,4,3,,1,,2,1,76,3,1, research scientist ,3,,"2318,0",17808,1,,,19,"3,0",3,"80,0",0,"1,0",2,"3,0",1,,0,0,"2318,0",1996,1000000000$,,,true
1191,40,no,,"1469,0$",,9,4,,1,"964,0",4,0,not available,3,1, research scientist ,2,,"3617,0",25063,8,,yes,14,,4,,1,"3,0",2,,1,,0,0,"3617,0",1983,1000000000$,,,1
1192,37,yes,,"625,0$",,1,4,life sciences,1,"970,0",1,0,46,2,3, sales executive ,3,married,,14922,5,y,,11,"3,0",3,,0,,2,"1,0",14,,11,7,,1986,1000000000$,,,true
1193,29,no,travel_frequently,"1404,0$",,-18,3,technical degree,1,,3,1,84,3,1, sales representative ,4,,,18203,1,y,no,15,"3,0",2,,1,"3,0",5,"3,0",3,,0,2,,1994,1000000000$,,,false
1194,38,no,,"1391,0$", research & development ,10,1,,1,"1006,0",3,0,66,3,1, research scientist ,3,married,"2684,0",12127,0,y,,17,"3,0",2,"80,0",1,"3,0",0,"2,0",2,,0,2,"2684,0",1985,1000000000$, research scientist  -  research & development ,,0
1195,34,no,,"216,0$",,-46,4,,1,,46,0,75,4,2, sales executive ,4,divorced,,12278,0,y,no,11,"3,0",4,,1,"16,0",2,"2,0",15,,0,9,,1989,1000000000$,,,yes
1196,34,no,travel_rarely,"1333,0$",,10,4,life sciences,1,"1055,0",3,1,87,3,1, sales representative ,3,married,,18410,1,y,yes,19,"3,0",4,,1,"1,0",2,"3,0",1,,0,0,,1989,1000000000$,,,false
1197,50,no,travel_rarely,"1464,0$",,-12,4,medical,1,"1061,0",12,0,62,3,5, research director ,3,marreid,"19237,0",12853,2,,,11,"3,0",4,,1,"29,0",2,"2,0",8,,7,7,"19237,0",1973,1000000000$,,,0
1198,twenty-six,yes,,"1330,0$",,21,3,,1,"1107,0",1,0,37,3,1, laboratory technician ,3,,"2377,0",19373,1,y,no,20,,3,,1,"1,0",0,"2,0",1,,0,0,"2377,0",1997,1000000000$,,,false
1199,28,no,travel_frequently,"773,0$", research & development ,6,3,life sciences,1,,3,0,39,2,1, research scientist ,3,divorced,,22088,1,y,yes,14,"3,0",4,,1,,2,"3,0",3,,0,2,,1995,1000000000$, research scientist  -  research & development ,,0
1200,28,yes,,"1485,0$",,12,1,,1,,3,1,79,3,1, laboratory technician ,4,married,,22955,1,,,11,,4,"80,0",0,,4,"2,0",1,,0,0,,1995,1000000000$,,,true
1201,40,no,,"902,0$",,-29,2,medical,1,"1180,0",29,1,92,2,2, research scientist ,4,marreid,"4422,0",21203,3,y,yes,13,"3,0",4,,1,"16,0",3,"1,0",1,,0,0,"4422,0",1983,1000000000$,,,1
1202,19,no,travel_rarely,"645,0$",,-47,2,,1,"1193,0",3,0,54,3,1, research scientist ,1,single,"2552,0",7172,1,y,no,25,,3,,0,"1,0",4,"3,0",1,,0,0,"2552,0",2004,1000000000$,,,false
1203,20,no,travel_rarely,"654,0$",,21,3,marketing,1,"1226,0",3,0,43,4,1, sales representative ,4,single,"2678,0",5050,1,y,,17,"3,0",4,,0,"2,0",2,"3,0",2,,2,2,"2678,0",2003,1000000000$,,,yes
1204,40,no,,"107,0$",,10,3,,1,,2,1,84,2,2, sales executive ,2,divorced,,11591,7,,no,12,"3,0",2,,1,"7,0",2,"4,0",5,,1,3,,1983,1000000000$,,,false
1205,19,yes,,"504,0$",,10,3,,1,,1,1,96,2,1, research scientist ,2,,,6148,1,,,25,"4,0",2,,0,,2,"4,0",1,"1,0",0,0,,2004,1000000000$,,,true
1206,59,no,,"326,0$",,3,3,,1,"1254,0",3,1,48,2,2, sales executive ,4,single,"5171,0",16490,5,y,no,17,"3,0",4,"80,0",0,"13,0",2,"3,0",6,,0,5,"5171,0",1964,1000000000$,,,false
1207,30,no,travel_rarely,"634,0$", research & development ,17,4,medical,1,"1321,0",2,1,95,3,3, manager ,1,,"11916,0",25927,1,,yes,23,"4,0",4,"80,0",2,,2,"3,0",9,,0,8,"11916,0",1993,1000000000$, manager  -  research & development ,,false
1208,45,no,travel_rarely,"1448,0$",,29,3,,1,"1465,0",2,0,55,3,3, manufacturing director ,4,married,"9380,0",14720,4,,yes,18,,4,,2,,4,"4,0",3,,1,2,"9380,0",1978,1000000000$,,,true
1209,40,no,travel_rarely,"896,0$",,2,3,,1,,3,0,68,3,1, research scientist ,3,,,8045,2,y,no,14,"3,0",3,,1,,3,"4,0",3,,1,2,,1983,1000000000$,,,0
1210,30,no,,"1358,0$",,-42,1,life sciences,1,"1479,0",4,0,96,3,2, sales executive ,3,,,2939,8,,,15,,3,,2,"4,0",2,"2,0",2,,2,2,,1993,1000000000$,,,0
1211,24,no,,nan$, research & development ,-24,2,technical degree,1,"1551,0",3,0,57,2,1, laboratory technician ,1,,,10036,0,,,14,,2,,3,,3,"3,0",1,,0,0,,1999,1000000000$, laboratory technician  -  research & development ,,false
1212,32,no,,"824,0$",,5,2,life sciences,1,"1555,0",4,1,67,2,2, research scientist ,2,married,"5878,0",15624,3,,no,12,"3,0",1,,1,"12,0",2,"3,0",7,,2,5,"5878,0",1991,1000000000$,,,true
1213,28,yes,travel_rarely,"329,0$",,24,3,medical,1,"1604,0",3,0,51,3,1, laboratory technician ,2,married,,7324,1,y,,17,"3,0",3,"80,0",3,,3,"3,0",1,,0,0,,1995,1000000000$,,,0
1214,49,no,,"1313,0$", sales ,11,4,,1,"1757,0",4,1,not available,3,2, sales executive ,4,single,,8191,3,,,12,"3,0",3,"80,0",0,"8,0",1,"4,0",5,,0,4,,1974,1000000000$, sales executive  -  sales ,,true
1215,38,no,travel_frequently,"594,0$", research & development ,2,2,medical,1,"1760,0",3,1,75,2,1, laboratory technician ,2,married,"2468,0",15963,4,,,14,"3,0",2,,1,"9,0",4,"2,0",6,,0,5,"2468,0",1985,1000000000$, laboratory technician  -  research & development ,,0
1216,46,no,travel_rarely,"734,0$",,2,4,,1,"1789,0",3,0,46,3,5, research director ,4,,,14218,7,y,,17,"3,0",3,,1,"24,0",3,"3,0",2,,2,2,,1977,1000000000$,,,1
1217,34,yes,travel_frequently,"234,0$",,9,4,life sciences,1,"1807,0",4,0,93,3,2, laboratory technician ,1,,,6208,4,y,,17,"3,0",3,,1,,3,"2,0",7,,0,7,,1989,1000000000$,,,false
1218,39,no,,"766,0$",,20,3,life sciences,1,"1812,0",3,0,83,3,2, sales executive ,4,,"4127,0",19188,2,y,,18,"3,0",4,,1,"7,0",6,"3,0",2,,2,2,"4127,0",1984,1000000000$,,,0
1219,26,yes,travel_rarely,"920,0$", human resources ,20,2,,1,"1818,0",4,1,69,3,1, human resources ,2,married,"2148,0",6889,0,y,yes,11,"3,0",3,,0,"6,0",3,"3,0",5,,1,4,"2148,0",1997,1000000000$, human resources  -  human resources ,,yes
1220,54,no,travel_rarely,"431,0$",,7,4,medical,1,"1830,0",4,1,68,3,2, research scientist ,4,married,,15696,4,y,no,15,"3,0",2,,1,"14,0",2,"2,0",7,,1,7,,1969,1000000000$,,,false
1221,36,no,travel_frequently,"1213,0$",,2,1,,1,"1890,0",2,0,94,2,2, human resources ,4,,"3886,0",4223,1,,no,21,"4,0",4,"80,0",0,"10,0",2,"2,0",10,,0,8,"3886,0",1987,1000000000$,,,true
1222,32,yes,travel_frequently,"238,0$", research & development ,5,2,,1,"1939,0",1,1,47,4,1, research scientist ,3,,,15318,3,y,yes,14,"3,0",1,,0,"8,0",2,"3,0",4,,0,3,,1991,1000000000$, research scientist  -  research & development ,,0
1223,32,no,,"1146,0$",,15,4,,1,,3,1,not available,3,2, healthcare representative ,4,,"6667,0",16542,5,,no,18,"3,0",2,"80,0",1,"9,0",6,"3,0",5,,1,2,"6667,0",1991,1000000000$,,,yes
1224,28,yes,,"1404,0$", research & development ,17,3,,1,,3,0,32,2,1, laboratory technician ,4,,,18779,5,,no,12,"3,0",1,"80,0",1,,2,"2,0",4,,0,3,,1995,1000000000$, laboratory technician  -  research & development ,,yes
1225,33,no,,"1313,0$",,1,2,medical,1,"1994,0",2,0,59,2,1, laboratory technician ,3,divorced,,20439,1,,,12,"3,0",3,,3,,2,"2,0",1,,0,0,,1990,1000000000$,,,0
1226,thirty-seven,yes,travel_rarely,"1373,0$",,2,2,,1,"4,0",4,0,92,2,1, laboratory technician ,3,single,"2090,0",2396,6,,yes,15,"3,0",2,,0,"7,0",3,"3,0",0,,0,0,"2090,0",1986,1000000000$,,,true
1227,59,no,travel_rarely,"1324,0$",,3,3,medical,1,"10,0",3,1,81,4,1, laboratory technician ,1,,,9964,4,y,,20,,1,,3,"12,0",3,"2,0",1,,0,0,,1964,1000000000$,,,true
1228,30,no,travel_rarely,"1358,0$",,24,1,life sciences,1,,4,0,67,3,1, laboratory technician ,3,divorced,,13335,1,y,,22,"4,0",2,,1,"1,0",2,"3,0",1,,0,0,,1993,1000000000$,,,true
1229,22,no,,"1123,0$",,16,2,,1,,4,0,96,4,1, laboratory technician ,4,,,7324,1,,yes,13,"3,0",2,,2,,2,"2,0",1,,0,0,,2001,1000000000$,,,false
1230,21,no,travel_rarely,"391,0$",,15,2,,1,"30,0",3,0,96,3,1, research scientist ,4,single,,19281,1,y,no,14,"3,0",4,,0,"0,0",6,"3,0",0,,0,0,,2002,1000000000$,,,yes
1231,30,no,travel_rarely,"125,0$",,9,2,medical,1,"41,0",4,0,83,2,1, laboratory technician ,3,,,16117,1,y,,13,"3,0",1,,0,"10,0",5,"3,0",10,,1,8,,1993,1000000000$,,,0
1232,39,yes,travel_rarely,"895,0$",,-18,3,technical degree,1,"42,0",18,0,56,3,2, sales representative ,4,marreid,"2086,0",3335,3,,no,14,"3,0",3,,1,"19,0",6,"4,0",1,,0,0,"2086,0",1984,1000000000$,,,true
1233,24,yes,travel_rarely,"813,0$",,1,3,,1,,2,0,61,3,1, research scientist ,4,,,3020,2,,yes,16,"3,0",1,,1,"6,0",2,,2,,2,0,,1999,1000000000$,,,false
1234,35,no,,nan$, research & development ,4,2,other,1,"53,0",3,0,75,3,1, laboratory technician ,4,divorced,"1951,0",10910,1,y,,12,"3,0",3,,1,"1,0",3,"3,0",1,,0,0,"1951,0",1988,1000000000$, laboratory technician  -  research & development ,,1
1235,27,no,,"1240,0$",,2,4,life sciences,1,"54,0",4,1,33,3,1, laboratory technician ,1,divorced,,19715,1,y,,13,"3,0",4,,1,,6,"3,0",1,,0,0,,1996,1000000000$,,,false
1236,26,yes,,"1357,0$",,25,3,life sciences,1,"55,0",1,0,48,1,1, laboratory technician ,3,single,,10558,1,,,12,"3,0",3,,0,"1,0",2,"2,0",1,,0,1,,1997,1000000000$,,,0
1237,37,no,,nan$, research & development ,-24,2,life sciences,1,,2,0,73,3,1, research scientist ,2,married,"3022,0",10227,4,y,no,21,"4,0",1,,0,"8,0",1,"3,0",1,,0,0,"3022,0",1986,1000000000$, research scientist  -  research & development ,,0
1238,35,no,,"1229,0$",,-46,1,,1,,46,0,36,4,1, laboratory technician ,4,,,4892,1,y,no,19,,4,,0,"1,0",2,"3,0",1,,0,1,,1988,1000000000$,,,true
1239,48,yes,,"626,0$",,1,2,,1,"64,0",1,0,98,2,3, laboratory technician ,3,,,19294,9,,,13,"3,0",4,,0,,2,"3,0",1,,0,0,,1975,1000000000$,,,false
1240,35,no,non-travel,"1097,0$",,11,2,medical,1,"70,0",3,0,79,2,3, healthcare representative ,1,married,,8302,2,,yes,13,"3,0",3,,1,"10,0",3,"3,0",4,,2,3,,1988,1000000000$,,,true
1241,55,no,travel_rarely,"836,0$",,8,3,,1,"84,0",4,1,not available,3,4, manager ,3,divorced,,19730,2,,yes,14,"3,0",3,,3,"21,0",2,"3,0",5,,0,2,,1968,1000000000$,,,yes
1242,45,no,,"1339,0$",,7,3,life sciences,1,,2,0,59,3,3, research scientist ,1,,"9724,0",18787,2,y,no,17,"3,0",3,,1,,2,"3,0",1,,0,0,"9724,0",1978,1000000000$,,,yes
1243,36,yes,,"318,0$",,9,3,medical,1,,4,0,not available,2,1, research scientist ,3,,"3388,0",21777,0,,,17,"3,0",1,,1,,0,"2,0",1,,0,0,"3388,0",1987,1000000000$,,,true
1244,36,no,travel_rarely,"132,0$", research & development ,6,3,life sciences,1,"97,0",2,1,55,4,1, laboratory technician ,4,,"3038,0",22002,3,,no,12,"3,0",2,,0,,3,"3,0",1,,0,0,"3038,0",1987,1000000000$, laboratory technician  -  research & development ,,1
1245,45,no,travel_rarely,"193,0$", research & development ,6,4,other,1,,4,0,52,3,3, research director ,1,,,15067,4,y,yes,14,"3,0",2,,0,,3,"4,0",0,,0,0,,1978,1000000000$, research director  -  research & development ,,0
1246,55,no,,"111,0$",,1,2,,1,"106,0",1,0,70,3,3, sales executive ,4,married,,18092,3,,,14,"3,0",4,,1,,4,"3,0",1,,1,0,,1968,1000000000$,,,yes
1247,23,no,,"541,0$",,2,1,technical degree,1,"113,0",3,0,62,3,1, sales representative ,1,divorced,"2322,0",9518,3,y,no,13,"3,0",3,,1,,3,"3,0",0,,0,0,"2322,0",2000,1000000000$,,,0
1248,32,no,travel_rarely,"827,0$",,1,1,life sciences,1,,4,0,71,3,1, research scientist ,1,single,,15178,1,y,no,13,"3,0",4,,0,,2,"3,0",1,,0,0,,1991,1000000000$,,,yes
1249,20,yes,,"871,0$", research & development ,6,3,life sciences,1,"137,0",4,1,66,2,1, laboratory technician ,4,single,"2926,0",19783,1,y,yes,18,,2,,0,,5,"3,0",1,,1,0,"2926,0",2003,1000000000$, laboratory technician  -  research & development ,,false
1250,37,no,,"1040,0$",,2,2,life sciences,1,"139,0",3,0,100,2,2, healthcare representative ,4,divorced,,15850,5,y,no,14,"3,0",4,"80,0",1,"17,0",2,"4,0",1,,0,0,,1986,1000000000$,,,0
1251,22,no,,nan$, research & development ,15,3,,1,"144,0",2,1,59,3,1, laboratory technician ,4,single,,23785,1,y,no,15,"3,0",3,,0,,5,"3,0",0,,0,0,,2001,1000000000$, laboratory technician  -  research & development ,,false
1252,34,no,,"1031,0$",,-24,4,life sciences,1,,24,1,45,2,2, research scientist ,2,,"4505,0",15000,6,y,,15,"3,0",3,"80,0",1,,3,"3,0",1,,0,0,"4505,0",1989,1000000000$,,,true
1253,36,no,,"922,0$",,3,2,life sciences,1,"155,0",1,1,39,3,1, laboratory technician ,4,divorced,"2835,0",2561,5,,,22,"4,0",1,,1,,2,"3,0",1,,0,0,"2835,0",1987,1000000000$,,,0
1254,19,yes,travel_rarely,"528,0$", sales ,22,1,marketing,1,"167,0",4,0,not available,3,1, sales representative ,3,single,,26820,1,,yes,19,"3,0",4,,0,"0,0",2,"2,0",0,,0,0,,2004,1000000000$, sales representative  -  sales ,,yes
1255,41,no,,nan$,,9,4,life sciences,1,"200,0",3,0,94,3,1, laboratory technician ,1,,,6961,2,y,,21,"4,0",4,,1,"7,0",2,"3,0",5,,1,4,,1982,1000000000$,,,true
1256,19,no,,nan$,,-18,1,,1,"201,0",2,1,79,3,1, laboratory technician ,2,single,,16102,1,,no,14,,4,,0,"1,0",3,"3,0",1,,0,0,,2004,1000000000$,,,0
1257,51,no,,"1169,0$",,7,4,,1,"211,0",2,0,34,2,2, manufacturing director ,3,married,,13983,2,y,no,17,"3,0",3,,0,"10,0",2,"3,0",1,,0,0,,1972,1000000000$,,,yes
1258,58,no,,"1145,0$",,9,3,,1,"214,0",2,1,75,2,1, research scientist ,2,married,,11873,4,y,yes,20,"4,0",2,,1,"9,0",3,"2,0",1,,0,0,,1965,1000000000$,,,0
1259,19,yes,travel_frequently,"602,0$",,1,1,,1,,3,1,100,1,1, sales representative ,1,,,20989,0,y,no,21,"4,0",1,,0,"1,0",5,,0,,0,0,,2004,1000000000$,,,yes
1260,19,yes,travel_rarely,"303,0$",,2,3,life sciences,1,"243,0",2,0,not available,2,1, laboratory technician ,4,single,,9241,1,,,22,"4,0",3,,0,"1,0",3,"2,0",1,,1,0,,2004,1000000000$,,,yes
1261,35,yes,travel_rarely,"556,0$",,23,2,,1,,2,0,50,2,2, manufacturing director ,3,,,15497,3,y,yes,13,"3,0",1,,0,"8,0",1,"3,0",1,,0,1,,1988,1000000000$,,,true
1262,38,no,travel_rarely,"1261,0$",,-38,4,,1,"271,0",4,0,not available,3,2, manufacturing director ,3,,"6553,0",7259,9,,,14,"3,0",2,"80,0",0,"14,0",3,"3,0",1,,0,0,"6553,0",1985,1000000000$,,,false
1263,38,yes,,"1180,0$",,29,1,medical,1,"282,0",2,0,70,3,2, healthcare representative ,1,married,"6673,0",11354,7,,yes,19,,2,"80,0",0,"17,0",2,"3,0",1,,0,0,"6673,0",1985,1000000000$,,,0
1264,41,no,,"896,0$", sales ,6,3,life sciences,1,,4,1,75,3,3, manager ,4,single,"13591,0",14674,3,,yes,18,"3,0",3,,0,,3,"3,0",1,,0,0,"13591,0",1982,1000000000$, manager  -  sales ,,false
1265,59,no,travel_rarely,"142,0$",,3,3,life sciences,1,"309,0",3,0,70,2,1, research scientist ,4,married,"2177,0",8456,3,,,17,"3,0",1,,1,"7,0",6,"3,0",1,,0,0,"2177,0",1964,1000000000$,,,yes
1266,50,no,travel_rarely,"854,0$",,1,4,medical,1,"323,0",4,1,68,3,5, manager ,4,divorced,"19517,0",24118,3,,no,11,"3,0",3,,1,,3,"2,0",7,,0,6,"19517,0",1973,1000000000$,,,false
1267,41,no,travel_rarely,"1411,0$", research & development ,19,2,life sciences,1,"334,0",3,0,36,3,2, research scientist ,1,divorced,,19877,2,,,16,"3,0",1,,2,"17,0",2,"2,0",1,,0,0,,1982,1000000000$, research scientist  -  research & development ,,1
1268,45,no,,"252,0$",,1,3,,1,,3,0,70,4,5, manager ,4,,"19202,0",15970,0,,,11,"3,0",3,,1,"25,0",2,"3,0",24,,1,7,"19202,0",1978,1000000000$,,,0
1269,37,yes,,"504,0$",,10,3,medical,1,"342,0",1,0,61,3,3, manufacturing director ,3,,"10048,0",22573,6,,no,11,,2,"80,0",2,"17,0",5,"3,0",1,,0,0,"10048,0",1986,1000000000$,,,1
1270,51,no,,"833,0$",,-38,3,,1,,3,0,96,3,1, research scientist ,4,married,"2723,0",23231,1,,no,11,"3,0",2,,0,"1,0",0,"2,0",1,,0,0,"2723,0",1972,1000000000$,,,true
1271,28,yes,travel_rarely,"529,0$",,2,4,life sciences,1,"364,0",1,0,79,3,1, laboratory technician ,3,single,,14935,2,,,11,"3,0",3,,0,"5,0",5,"1,0",0,,0,0,,1995,1000000000$,,,false
1272,29,no,travel_rarely,"1210,0$",,2,3,medical,1,,1,0,78,2,2, sales executive ,2,married,"6644,0",3687,2,y,no,19,"3,0",2,,2,"10,0",2,,0,,0,0,"6644,0",1994,1000000000$,,,true
1273,31,no,travel_rarely,"1463,0$", research & development ,23,3,medical,1,"367,0",2,0,64,2,2, healthcare representative ,4,,,14408,0,y,no,21,,2,,1,"10,0",2,"3,0",9,,7,8,,1992,1000000000$, healthcare representative  -  research & development ,,true
1274,38,no,travel_rarely,"322,0$",,7,2,medical,1,,1,1,44,4,2, sales executive ,1,,"5605,0",19191,1,y,yes,24,"4,0",3,,1,"8,0",3,"3,0",8,,7,7,"5605,0",1985,1000000000$,,,0
1275,44,yes,travel_frequently,"920,0$",,-12,3,life sciences,1,"392,0",12,0,43,3,1, laboratory technician ,3,,"3161,0",19920,3,,yes,22,"4,0",4,,1,"19,0",0,"1,0",1,,0,0,"3161,0",1979,1000000000$,,,yes
1276,36,no,,"506,0$",,3,3,technical degree,1,"397,0",3,0,30,3,2, research scientist ,2,single,,26285,4,y,,12,"3,0",4,,0,"10,0",2,"3,0",8,,7,7,,1987,1000000000$,,,yes
1277,18,yes,,nan$, research & development ,3,3,,1,,3,0,54,3,1, laboratory technician ,3,single,"1420,0",25233,1,y,no,13,"3,0",3,,0,"0,0",2,"3,0",0,,0,0,"1420,0",2005,1000000000$, laboratory technician  -  research & development ,,1
1278,36,no,,"566,0$",,18,4,life sciences,1,"407,0",3,0,81,4,1, laboratory technician ,4,married,,7122,4,,no,18,"3,0",4,,2,"4,0",2,"3,0",1,,0,0,,1987,1000000000$,,,true
1279,18,no,,"812,0$",,10,3,,1,,4,1,69,2,1, sales representative ,3,,"1200,0",9724,1,y,no,12,"3,0",1,,0,"0,0",2,"3,0",0,,0,0,"1200,0",2005,1000000000$,,,0
1280,39,yes,travel_rarely,"1162,0$",,3,2,,1,"445,0",4,1,41,3,2, sales executive ,3,married,"5238,0",17778,4,y,yes,18,"3,0",1,,0,"12,0",3,"2,0",1,,0,0,"5238,0",1984,1000000000$,,,true
1281,43,no,travel_rarely,"1001,0$", research & development ,-15,3,,1,,15,1,43,3,3, healthcare representative ,1,marreid,"9985,0",9262,8,y,no,16,"3,0",1,,1,,1,"2,0",1,,0,0,"9985,0",1980,1000000000$, healthcare representative  -  research & development ,,true
1282,47,no,travel_frequently,"1309,0$",,4,1,medical,1,,2,0,99,3,2, sales representative ,3,,,25751,3,,no,19,"3,0",1,,0,"5,0",3,"3,0",0,,0,0,,1976,1000000000$,,,false
1283,42,no,travel_rarely,"810,0$",,23,5,,1,"468,0",1,1,44,3,4, research director ,4,single,"15992,0",15901,2,y,no,14,"3,0",2,,0,"16,0",2,"3,0",1,,0,0,"15992,0",1981,1000000000$,,,0
1284,32,no,,"1062,0$",,2,3,,1,"471,0",3,1,75,3,1, laboratory technician ,2,married,"2370,0",3956,1,y,no,13,,3,,1,"8,0",4,"3,0",8,,0,7,"2370,0",1991,1000000000$,,,true
1285,48,no,travel_rarely,"530,0$",,29,1,medical,1,"473,0",1,1,91,3,3, manager ,3,married,,23978,3,y,,21,"4,0",2,,1,"15,0",3,"1,0",0,,0,0,,1975,1000000000$,,,yes
1286,42,no,travel_rarely,"1332,0$", research & development ,2,4,,1,"477,0",1,0,98,2,2, healthcare representative ,4,,"6781,0",17078,3,,,23,"4,0",2,,0,,6,"3,0",1,,0,0,"6781,0",1981,1000000000$, healthcare representative  -  research & development ,,0
1287,36,no,non-travel,"845,0$",,1,5,medical,1,"479,0",4,1,45,3,2, sales executive ,4,,"6653,0",15276,4,y,,15,,2,,0,,6,"3,0",1,,0,0,"6653,0",1987,1000000000$,,,1
1288,33,yes,travel_rarely,"350,0$",,5,3,marketing,1,"485,0",4,1,34,3,1, sales representative ,3,single,"2851,0",9150,1,,,13,,2,,0,"1,0",2,"3,0",1,,0,0,"2851,0",1990,1000000000$,,,false
1289,46,no,,"1144,0$", research & development ,7,4,medical,1,"487,0",3,1,30,3,2, manufacturing director ,3,married,"5258,0",16044,2,,,14,"3,0",3,,0,"7,0",2,"4,0",1,,0,0,"5258,0",1977,1000000000$, manufacturing director  -  research & development ,,true
1290,21,yes,travel_rarely,"156,0$", sales ,12,3,life sciences,1,"494,0",3,1,90,4,1, sales representative ,2,single,,25422,1,y,,15,"3,0",4,,0,"1,0",0,"3,0",1,,0,0,,2002,1000000000$, sales representative  -  sales ,,0
1291,30,no,,"202,0$",,2,1,technical degree,1,"508,0",3,0,72,3,1, sales representative ,2,,"2476,0",17434,1,,,18,"3,0",1,,1,,3,"3,0",1,,0,0,"2476,0",1993,1000000000$,,,yes
1292,30,yes,travel_frequently,"464,0$",,4,3,,1,"514,0",3,0,40,3,1, research scientist ,4,single,"2285,0",3427,9,y,yes,23,"4,0",3,,0,"3,0",4,"3,0",1,,0,0,"2285,0",1993,1000000000$,,,false
