,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework,Employee_id
1236,yes,unknown,1357.0,25,3,life sciences,55,1,H,48.0,1,1, laboratory technician ,3,single,10558,1,unknown,12,3,3,0,1,2,2,1,0,0,1,1997,no,55
1237,no,unknown,797.0,24,2,life sciences,0,2,H,73.0,3,1, research scientist ,2,married,10227,4,no,21,4,1,0,8,1,3,1,0,0,0,1986,no,18367
1238,no,unknown,1229.0,46,1,unknown,0,46,H,36.0,4,1, laboratory technician ,4,unknown,4892,1,no,19,0,4,0,1,2,3,1,0,0,1,1988,yes,5768
1239,yes,unknown,626.0,1,2,unknown,64,1,H,98.0,2,3, laboratory technician ,3,unknown,19294,9,unknown,13,3,4,0,0,2,3,1,0,0,0,1975,no,64
1240,no,non-travel,1097.0,11,2,medical,70,3,H,79.0,2,3, healthcare representative ,1,married,8302,2,yes,13,3,3,1,10,3,3,4,0,2,3,1988,yes,70
1241,no,travel rarely,836.0,8,3,unknown,84,4,M,66.0,3,4, manager ,3,divorced,19730,2,yes,14,3,3,3,21,2,3,5,0,0,2,1968,unknown,84
1242,no,unknown,1339.0,7,3,life sciences,0,2,H,59.0,3,3, research scientist ,1,unknown,18787,2,no,17,3,3,1,0,2,3,1,0,0,0,1978,unknown,18520
1243,yes,unknown,318.0,9,3,medical,0,4,H,66.0,2,1, research scientist ,3,unknown,21777,0,unknown,17,3,1,1,0,0,2,1,0,0,0,1987,yes,12016
1244,no,travel rarely,132.0,6,3,life sciences,97,2,M,55.0,4,1, laboratory technician ,4,unknown,22002,3,no,12,3,2,0,0,3,3,1,0,0,0,1987,yes,97
1245,no,travel rarely,193.0,6,4,other,0,4,H,52.0,3,3, research director ,1,unknown,15067,4,yes,14,3,2,0,0,3,4,0,0,0,0,1978,no,14855
1246,no,unknown,111.0,1,2,unknown,106,1,H,70.0,3,3, sales executive ,4,married,18092,3,unknown,14,3,4,1,0,4,3,1,0,1,0,1968,unknown,106
1247,no,unknown,541.0,2,1,technical degree,113,3,H,62.0,3,1, sales representative ,1,divorced,9518,3,no,13,3,3,1,0,3,3,0,0,0,0,2000,no,113
1248,no,travel rarely,827.0,1,1,life sciences,0,4,H,71.0,3,1, research scientist ,1,single,15178,1,no,13,3,4,0,0,2,3,1,0,0,0,1991,unknown,16616
1249,yes,unknown,871.0,6,3,life sciences,137,4,M,66.0,2,1, laboratory technician ,4,single,19783,1,yes,18,0,2,0,0,5,3,1,0,1,0,2003,no,137
1250,no,unknown,1040.0,2,2,life sciences,139,3,H,100.0,2,2, healthcare representative ,4,divorced,15850,5,no,14,3,4,1,17,2,4,1,0,0,0,1986,no,139
1251,no,unknown,797.0,15,3,unknown,144,2,M,59.0,3,1, laboratory technician ,4,single,23785,1,no,15,3,3,0,0,5,3,0,0,0,0,2001,no,144
1252,no,unknown,1031.0,24,4,life sciences,0,24,M,45.0,2,2, research scientist ,2,unknown,15000,6,unknown,15,3,3,1,0,3,3,1,0,0,0,1989,yes,12061
1253,no,unknown,922.0,3,2,life sciences,155,1,M,39.0,3,1, laboratory technician ,4,divorced,2561,5,unknown,22,4,1,1,0,2,3,1,0,0,0,1987,no,155
1254,yes,travel rarely,528.0,22,1,marketing,167,4,H,66.0,3,1, sales representative ,3,single,26820,1,yes,19,3,4,0,0,2,2,0,0,0,0,2004,unknown,167
1255,no,unknown,797.0,9,4,life sciences,200,3,H,94.0,3,1, laboratory technician ,1,unknown,6961,2,unknown,21,4,4,1,7,2,3,5,0,1,4,1982,yes,200
1256,no,unknown,797.0,18,1,unknown,201,2,M,79.0,3,1, laboratory technician ,2,single,16102,1,no,14,0,4,0,1,3,3,1,0,0,0,2004,no,201
1257,no,unknown,1169.0,7,4,unknown,211,2,H,34.0,2,2, manufacturing director ,3,married,13983,2,no,17,3,3,0,10,2,3,1,0,0,0,1972,unknown,211
1258,no,unknown,1145.0,9,3,unknown,214,2,M,75.0,2,1, research scientist ,2,married,11873,4,yes,20,4,2,1,9,3,2,1,0,0,0,1965,no,214
1259,yes,travel frequently,602.0,1,1,unknown,0,3,M,100.0,1,1, sales representative ,1,unknown,20989,0,no,21,4,1,0,1,5,0,0,0,0,0,2004,unknown,18667
1260,yes,travel rarely,303.0,2,3,life sciences,243,2,H,66.0,2,1, laboratory technician ,4,single,9241,1,unknown,22,4,3,0,1,3,2,1,0,1,0,2004,unknown,243
1261,yes,travel rarely,556.0,23,2,unknown,0,2,H,50.0,2,2, manufacturing director ,3,unknown,15497,3,yes,13,3,1,0,8,1,3,1,0,0,1,1988,yes,3267
1262,no,travel rarely,1261.0,38,4,unknown,271,4,H,66.0,3,2, manufacturing director ,3,unknown,7259,9,unknown,14,3,2,0,14,3,3,1,0,0,0,1985,no,271
1263,yes,unknown,1180.0,29,1,medical,282,2,H,70.0,3,2, healthcare representative ,1,married,11354,7,yes,19,0,2,0,17,2,3,1,0,0,0,1985,no,282
1264,no,unknown,896.0,6,3,life sciences,0,4,M,75.0,3,3, manager ,4,single,14674,3,yes,18,3,3,0,0,3,3,1,0,0,0,1982,no,15246
1265,no,travel rarely,142.0,3,3,life sciences,309,3,H,70.0,2,1, research scientist ,4,married,8456,3,unknown,17,3,1,1,7,6,3,1,0,0,0,1964,unknown,309
1266,no,travel rarely,854.0,1,4,medical,323,4,M,68.0,3,5, manager ,4,divorced,24118,3,no,11,3,3,1,0,3,2,7,0,0,6,1973,no,323
1267,no,travel rarely,1411.0,19,2,life sciences,334,3,H,36.0,3,2, research scientist ,1,divorced,19877,2,unknown,16,3,1,2,17,2,2,1,0,0,0,1982,yes,334
1268,no,unknown,252.0,1,3,unknown,0,3,H,70.0,4,5, manager ,4,unknown,15970,0,unknown,11,3,3,1,25,2,3,24,0,1,7,1978,no,14255
1269,yes,unknown,504.0,10,3,medical,342,1,H,61.0,3,3, manufacturing director ,3,unknown,22573,6,no,11,0,2,2,17,5,3,1,0,0,0,1986,yes,342
1270,no,unknown,833.0,38,3,unknown,0,3,H,96.0,3,1, research scientist ,4,married,23231,1,no,11,3,2,0,1,0,2,1,0,0,0,1972,yes,17722
1271,yes,travel rarely,529.0,2,4,life sciences,364,1,H,79.0,3,1, laboratory technician ,3,single,14935,2,unknown,11,3,3,0,5,5,1,0,0,0,0,1995,no,364
1272,no,travel rarely,1210.0,2,3,medical,0,1,H,78.0,2,2, sales executive ,2,married,3687,2,no,19,3,2,2,10,2,0,0,0,0,0,1994,yes,1679
1273,no,travel rarely,1463.0,23,3,medical,367,2,H,64.0,2,2, healthcare representative ,4,unknown,14408,0,no,21,0,2,1,10,2,3,9,0,7,8,1992,yes,367
1274,no,travel rarely,322.0,7,2,medical,0,1,M,44.0,4,2, sales executive ,1,unknown,19191,1,yes,24,4,3,1,8,3,3,8,0,7,7,1985,no,15081
1275,yes,travel frequently,920.0,12,3,life sciences,392,12,H,43.0,3,1, laboratory technician ,3,unknown,19920,3,yes,22,4,4,1,19,0,1,1,0,0,0,1979,unknown,392
1276,no,unknown,506.0,3,3,technical degree,397,3,H,30.0,3,2, research scientist ,2,single,26285,4,unknown,12,3,4,0,10,2,3,8,0,7,7,1987,unknown,397
1277,yes,unknown,797.0,3,3,unknown,0,3,H,54.0,3,1, laboratory technician ,3,single,25233,1,no,13,3,3,0,0,2,3,0,0,0,0,2005,yes,6865
1278,no,unknown,566.0,18,4,life sciences,407,3,H,81.0,4,1, laboratory technician ,4,married,7122,4,no,18,3,4,2,4,2,3,1,0,0,0,1987,yes,407
1279,no,unknown,812.0,10,3,unknown,0,4,M,69.0,2,1, sales representative ,3,unknown,9724,1,no,12,3,1,0,0,2,3,0,0,0,0,2005,no,13687
1280,yes,travel rarely,1162.0,3,2,unknown,445,4,M,41.0,3,2, sales executive ,3,married,17778,4,yes,18,3,1,0,12,3,2,1,0,0,0,1984,yes,445
1281,no,travel rarely,1001.0,15,3,unknown,0,15,M,43.0,3,3, healthcare representative ,1,married,9262,8,no,16,3,1,1,0,1,2,1,0,0,0,1980,yes,1031
1282,no,travel frequently,1309.0,4,1,medical,0,2,H,99.0,3,2, sales representative ,3,unknown,25751,3,no,19,3,1,0,5,3,3,0,0,0,0,1976,no,808
1283,no,travel rarely,810.0,23,5,unknown,468,1,M,44.0,3,4, research director ,4,single,15901,2,no,14,3,2,0,16,2,3,1,0,0,0,1981,no,468
1284,no,unknown,1062.0,2,3,unknown,471,3,M,75.0,3,1, laboratory technician ,2,married,3956,1,no,13,0,3,1,8,4,3,8,0,0,7,1991,yes,471
1285,no,travel rarely,530.0,29,1,medical,473,1,M,91.0,3,3, manager ,3,married,23978,3,unknown,21,4,2,1,15,3,1,0,0,0,0,1975,unknown,473
1286,no,travel rarely,1332.0,2,4,unknown,477,1,H,98.0,2,2, healthcare representative ,4,unknown,17078,3,unknown,23,4,2,0,0,6,3,1,0,0,0,1981,no,477
1287,no,non-travel,845.0,1,5,medical,479,4,M,45.0,3,2, sales executive ,4,unknown,15276,4,unknown,15,0,2,0,0,6,3,1,0,0,0,1987,yes,479
1288,yes,travel rarely,350.0,5,3,marketing,485,4,M,34.0,3,1, sales representative ,3,single,9150,1,unknown,13,0,2,0,1,2,3,1,0,0,0,1990,no,485
1289,no,unknown,1144.0,7,4,medical,487,3,M,30.0,3,2, manufacturing director ,3,married,16044,2,unknown,14,3,3,0,7,2,4,1,0,0,0,1977,yes,487
1290,yes,travel rarely,156.0,12,3,life sciences,494,3,M,90.0,4,1, sales representative ,2,single,25422,1,unknown,15,3,4,0,1,0,3,1,0,0,0,2002,no,494
1291,no,unknown,202.0,2,1,technical degree,508,3,H,72.0,3,1, sales representative ,2,unknown,17434,1,unknown,18,3,1,1,0,3,3,1,0,0,0,1993,unknown,508
1292,yes,travel frequently,464.0,4,3,unknown,514,3,H,40.0,3,1, research scientist ,4,single,3427,9,yes,23,4,3,0,3,4,3,1,0,0,0,1993,no,514
1293,no,travel rarely,1305.0,10,4,unknown,518,3,H,49.0,3,2, manufacturing director ,2,single,21123,2,unknown,12,3,4,0,18,2,2,1,0,0,1,1986,yes,518
1294,no,travel rarely,555.0,2,3,unknown,0,2,M,78.0,2,2, laboratory technician ,3,married,13436,6,no,22,4,2,1,0,3,3,1,0,0,0,1983,yes,14897
1295,no,travel rarely,1300.0,17,2,unknown,0,3,H,79.0,3,2, laboratory technician ,1,unknown,13535,1,unknown,12,3,4,1,10,2,0,10,0,1,8,1995,no,5817
1296,no,travel frequently,1490.0,2,2,unknown,556,4,H,42.0,3,1, laboratory technician ,4,married,12106,1,yes,23,4,3,1,0,3,3,1,0,0,0,1985,no,556
1297,yes,unknown,489.0,2,2,technical degree,566,1,H,66.0,2,1, human resources ,4,single,18437,1,no,12,3,3,0,1,3,4,1,0,0,0,2004,yes,566
1298,no,travel rarely,210.0,29,3,unknown,568,1,H,56.0,2,4, manager ,4,divorced,22102,3,no,12,3,3,1,0,3,2,1,0,0,0,1966,unknown,568
1299,no,travel rarely,983.0,2,2,medical,0,1,M,65.0,3,2, manufacturing director ,4,unknown,7389,5,unknown,13,0,3,3,20,2,3,5,0,0,4,1976,yes,8810
1300,no,travel rarely,548.0,8,4,life sciences,0,3,M,42.0,3,2, laboratory technician ,3,single,23428,7,unknown,11,3,3,0,0,3,3,1,0,0,0,1969,no,13397
1301,yes,travel frequently,534.0,42,3,unknown,0,42,H,66.0,3,3, healthcare representative ,3,unknown,22908,3,no,12,3,1,0,12,2,3,1,0,0,0,1992,yes,18355
1302,yes,travel frequently,1306.0,5,3,marketing,614,2,H,69.0,3,1, sales representative ,2,unknown,8059,1,yes,14,3,4,0,0,3,3,0,0,0,0,2005,no,614
1303,no,unknown,1094.0,28,3,other,615,3,H,58.0,1,3, sales executive ,1,unknown,11373,3,no,15,3,3,1,20,2,3,1,0,0,1,1983,yes,615
1304,no,unknown,775.0,29,2,unknown,0,1,H,45.0,3,2, sales executive ,3,unknown,4267,5,unknown,12,3,1,2,8,5,3,0,0,0,0,1997,yes,11521
1305,yes,travel rarely,471.0,24,3,unknown,622,3,H,66.0,1,1, laboratory technician ,4,single,23213,1,yes,18,3,2,0,1,3,1,1,0,0,0,1997,unknown,622
1306,no,unknown,1495.0,10,3,unknown,0,3,M,76.0,3,2, healthcare representative ,3,unknown,22174,3,no,19,3,3,1,18,4,0,1,0,0,0,1985,yes,18644
1307,no,unknown,823.0,17,2,other,643,4,H,94.0,2,1, laboratory technician ,2,married,9100,1,no,21,4,4,1,1,2,3,1,0,0,0,1999,unknown,643
1308,yes,travel frequently,448.0,12,4,unknown,648,2,H,74.0,2,1, sales representative ,1,married,14470,1,no,18,3,3,1,1,2,4,1,0,0,0,1993,yes,648
1309,no,travel rarely,558.0,2,3,marketing,656,4,H,75.0,3,2, sales executive ,3,married,3010,4,unknown,11,3,3,1,0,3,2,3,0,1,0,1986,no,656
1310,no,travel rarely,959.0,1,3,life sciences,657,4,M,83.0,2,1, research scientist ,2,unknown,11757,1,no,13,0,4,0,1,0,4,1,0,0,0,2003,unknown,657
1311,no,unknown,782.0,14,4,other,661,2,H,50.0,2,4, research director ,4,divorced,2671,4,unknown,14,3,3,1,21,3,0,1,0,0,0,1980,no,661
1312,no,unknown,362.0,27,1,life sciences,662,3,M,66.0,3,1, research scientist ,1,unknown,14561,3,no,17,3,4,0,8,3,2,0,0,0,0,1985,yes,662
1313,no,unknown,1216.0,8,4,marketing,0,3,H,39.0,3,2, sales executive ,3,divorced,20431,0,unknown,12,3,4,0,6,3,3,5,0,1,2,1990,no,19227
1314,no,unknown,160.0,3,3,unknown,0,3,M,71.0,3,1, research scientist ,3,unknown,22653,1,no,20,4,3,1,1,2,0,1,0,0,0,1993,no,6783
1315,no,unknown,797.0,44,2,medical,690,2,M,62.0,3,2, sales executive ,3,unknown,3487,1,no,14,3,1,1,0,5,2,6,0,1,2,1994,no,690
1316,yes,unknown,1362.0,10,1,medical,701,4,H,32.0,3,1, research scientist ,3,single,26999,1,unknown,11,3,4,0,0,5,3,1,0,1,1,2003,yes,701
1317,no,non-travel,727.0,20,3,unknown,704,20,H,41.0,2,1, laboratory technician ,3,married,16900,1,no,18,3,3,2,1,3,3,1,0,0,0,1988,no,704
1318,no,unknown,1225.0,10,2,life sciences,715,4,H,80.0,4,1, research scientist ,4,single,15232,3,no,17,3,1,0,0,2,0,1,0,0,0,1986,unknown,715
1319,no,unknown,168.0,1,3,unknown,743,3,M,81.0,3,3, manufacturing director ,3,single,15397,4,yes,14,0,4,0,10,4,0,1,0,0,0,1985,yes,743
1320,no,unknown,1396.0,10,3,unknown,749,3,H,66.0,3,1, sales representative ,3,single,2755,1,no,11,3,3,0,1,6,0,1,0,0,0,1994,no,749
1321,no,unknown,1225.0,2,4,unknown,0,4,M,61.0,3,2, healthcare representative ,1,divorced,4761,2,no,11,3,1,1,16,2,4,1,0,0,0,1988,yes,14187
1322,no,travel rarely,268.0,2,5,medical,773,4,H,92.0,3,1, research scientist ,3,married,20471,6,yes,13,3,2,1,0,0,1,1,0,0,1,1985,unknown,773
1323,no,travel rarely,167.0,8,5,life sciences,775,2,M,32.0,3,2, manufacturing director ,1,unknown,4187,3,no,14,3,3,1,0,3,0,0,0,0,0,1989,yes,775
1324,yes,unknown,1243.0,6,3,life sciences,811,3,H,66.0,4,1, laboratory technician ,1,unknown,3445,1,yes,21,4,3,2,1,2,3,0,0,0,0,2000,no,811
1325,no,unknown,1092.0,9,3,life sciences,812,3,H,60.0,2,1, laboratory technician ,2,divorced,26551,1,no,11,3,3,3,0,4,3,1,0,0,0,1999,no,812
1326,yes,travel rarely,805.0,1,2,life sciences,816,2,M,36.0,2,1, laboratory technician ,1,married,6689,1,unknown,11,3,4,1,1,1,3,1,0,0,0,1994,yes,816
1327,no,travel frequently,720.0,16,4,medical,832,1,H,51.0,2,2, laboratory technician ,3,unknown,11983,6,no,14,3,4,0,10,6,3,1,0,0,0,1983,yes,832
1328,no,travel rarely,797.0,2,3,unknown,833,3,M,52.0,2,2, manufacturing director ,4,single,20234,5,unknown,24,4,2,0,12,4,2,0,0,0,0,1993,yes,833
1329,no,unknown,252.0,2,3,unknown,834,2,M,95.0,2,1, research scientist ,3,unknown,6153,1,no,14,3,4,0,1,3,3,1,0,0,0,1978,yes,834
1330,no,unknown,443.0,3,3,medical,0,4,H,50.0,3,1, research scientist ,4,married,16571,1,unknown,11,3,3,3,0,6,2,0,0,0,0,1996,yes,2865
1331,no,unknown,342.0,16,4,marketing,0,4,H,66.0,2,2, sales executive ,3,unknown,24558,4,unknown,19,0,4,2,9,2,3,1,0,0,0,1986,yes,4626
1332,no,unknown,300.0,1,3,life sciences,0,4,H,61.0,3,1, laboratory technician ,4,divorced,9148,0,no,12,0,2,1,4,2,3,3,0,0,2,1991,yes,17282
1333,no,travel rarely,868.0,8,3,marketing,897,1,H,73.0,3,4, sales executive ,4,married,22789,5,unknown,14,3,3,1,28,3,3,2,0,2,2,1970,unknown,897
1334,no,unknown,1252.0,19,2,unknown,904,19,H,32.0,3,3, sales executive ,2,single,4814,1,yes,13,3,4,0,0,2,3,10,0,0,9,1986,no,904
1335,yes,travel rarely,374.0,25,4,unknown,911,1,H,87.0,3,1, laboratory technician ,4,unknown,18016,1,unknown,24,4,3,0,1,2,1,1,0,0,1,1991,yes,911
1336,yes,travel frequently,781.0,2,1,unknown,918,4,H,57.0,2,1, laboratory technician ,4,divorced,13384,9,unknown,14,3,4,1,3,3,2,1,0,0,0,1965,yes,918
1337,no,travel rarely,177.0,8,3,unknown,0,1,M,55.0,3,2, manufacturing director ,2,divorced,23814,4,no,21,4,3,1,4,2,4,1,0,0,0,1980,no,14156
1338,yes,travel rarely,1427.0,18,1,other,923,4,M,65.0,3,1, research scientist ,4,single,8870,1,no,19,0,1,0,0,3,2,1,0,0,0,2002,no,923
1339,no,unknown,546.0,48,3,life sciences,934,48,H,83.0,3,1, laboratory technician ,2,unknown,6896,1,no,14,3,2,2,1,3,3,1,0,1,0,1989,unknown,934
1340,no,unknown,1272.0,5,3,unknown,940,3,M,37.0,2,3, healthcare representative ,2,divorced,9255,2,unknown,13,0,4,1,24,3,3,6,0,0,4,1965,no,940
1341,no,unknown,797.0,20,4,medical,945,4,H,51.0,3,1, research scientist ,3,married,5543,4,unknown,17,3,1,2,13,2,2,0,0,0,0,1975,no,945
1342,no,non-travel,1184.0,1,3,life sciences,951,3,M,70.0,2,1, laboratory technician ,2,married,3974,6,no,20,0,3,0,5,3,3,3,0,0,2,1991,yes,951
1343,yes,unknown,867.0,19,2,marketing,952,3,H,36.0,2,1, sales representative ,2,married,18798,1,yes,18,0,3,3,0,2,3,1,0,0,0,1998,no,952
1344,no,unknown,658.0,10,4,marketing,954,1,H,67.0,2,3, sales executive ,2,divorced,20652,2,no,12,3,2,1,11,2,2,1,0,0,0,1983,yes,954
1345,yes,unknown,419.0,21,3,other,959,4,H,37.0,2,1, sales representative ,2,single,9947,1,yes,13,3,2,0,1,3,4,1,0,0,0,2004,no,959
1346,yes,travel rarely,129.0,4,3,technical degree,0,1,H,84.0,3,1, laboratory technician ,1,single,13008,1,unknown,19,3,2,0,1,2,3,1,0,0,0,2003,no,15277
1347,no,travel rarely,1069.0,1,3,unknown,0,2,M,42.0,2,2, healthcare representative ,4,unknown,12291,0,unknown,14,3,1,0,6,3,3,5,0,1,4,1990,yes,4698
1348,yes,travel rarely,289.0,2,3,unknown,0,4,H,51.0,3,1, research scientist ,3,single,26227,4,no,24,4,1,0,7,4,3,1,0,0,0,1965,no,19084
1349,yes,non-travel,1479.0,24,3,unknown,986,2,M,100.0,4,4, sales executive ,2,single,17071,4,unknown,16,3,4,0,22,2,2,1,0,0,0,1983,yes,986
1350,yes,travel rarely,906.0,10,3,unknown,994,4,M,92.0,2,1, research scientist ,1,single,11479,6,yes,20,4,3,0,3,5,3,0,0,0,0,1994,yes,994
1351,no,travel rarely,955.0,18,2,life sciences,1003,4,M,83.0,3,2, sales executive ,4,single,8571,1,yes,17,3,3,0,9,0,3,9,0,0,7,1976,no,1003
1352,no,unknown,287.0,5,2,unknown,1012,2,H,73.0,3,1, research scientist ,4,unknown,13493,1,no,15,3,4,0,0,2,3,0,0,0,0,2005,yes,1012
1353,yes,unknown,1097.0,16,3,medical,0,4,M,98.0,2,1, research scientist ,1,unknown,18275,1,yes,15,3,1,0,1,2,3,1,0,0,0,2003,no,6702
1354,no,unknown,265.0,5,2,unknown,1029,4,H,90.0,3,5, manager ,3,unknown,7770,6,no,13,3,2,0,21,3,4,1,0,0,0,1981,unknown,1029
1355,no,travel rarely,804.0,9,3,unknown,0,1,H,64.0,3,1, laboratory technician ,4,married,20165,4,no,18,0,2,0,8,5,3,1,0,0,0,1973,yes,18425
1356,yes,travel rarely,1141.0,11,2,medical,1033,1,M,61.0,1,2, healthcare representative ,2,unknown,14382,5,no,15,3,1,0,15,2,1,1,0,0,0,1986,yes,1033
1357,no,unknown,797.0,3,4,life sciences,0,2,H,42.0,3,2, sales executive ,4,unknown,4981,8,yes,12,3,3,0,19,1,3,1,0,0,0,1985,no,17527
1358,yes,unknown,660.0,15,3,unknown,1052,1,H,81.0,3,2, laboratory technician ,3,divorced,7858,7,unknown,14,3,2,1,9,3,2,1,0,0,0,1987,yes,1052
1359,no,travel rarely,1144.0,10,1,medical,1056,4,H,74.0,3,1, sales representative ,2,married,23384,1,no,22,4,2,0,0,5,3,1,0,0,0,1995,yes,1056
1360,no,unknown,415.0,25,3,unknown,1076,3,H,66.0,2,3, sales executive ,4,unknown,5268,5,no,13,3,3,1,18,5,3,1,0,0,0,1980,yes,1076
1361,yes,travel rarely,1334.0,10,3,unknown,1079,3,M,36.0,2,1, laboratory technician ,1,single,17258,1,no,13,0,1,0,1,6,2,1,0,1,0,2002,unknown,1079
1362,yes,travel rarely,1323.0,4,4,unknown,1081,1,H,34.0,3,1, research scientist ,3,married,10332,9,unknown,12,0,3,3,18,2,4,10,0,2,7,1972,no,1081
1363,no,unknown,309.0,10,4,unknown,1105,4,M,88.0,2,2, sales executive ,4,divorced,24223,2,yes,14,0,3,3,8,5,3,1,0,0,0,1986,no,1105
1364,yes,unknown,1009.0,1,3,medical,1111,1,H,45.0,2,1, laboratory technician ,2,divorced,7160,1,no,15,0,1,2,0,2,3,1,0,0,0,1995,no,1111
1365,yes,unknown,797.0,1,4,unknown,1113,4,H,81.0,3,2, sales executive ,3,single,17251,3,yes,14,3,4,0,5,4,3,0,0,0,0,1973,yes,1113
1366,no,unknown,697.0,3,4,unknown,1115,3,H,40.0,2,1, research scientist ,4,unknown,22478,3,no,17,3,4,3,6,2,3,0,0,0,0,1989,yes,1115
1367,no,travel rarely,130.0,2,2,marketing,1125,4,H,32.0,3,3, sales executive ,2,single,20619,7,no,16,3,3,0,0,2,3,1,0,0,0,1985,unknown,1125
1368,no,unknown,188.0,29,3,unknown,0,2,H,56.0,1,2, laboratory technician ,4,unknown,9558,4,unknown,19,3,1,0,16,3,3,1,0,0,0,1981,no,19835
1369,yes,unknown,247.0,8,1,unknown,1156,3,H,80.0,3,1, laboratory technician ,3,single,13556,1,no,12,3,4,0,0,0,3,0,0,0,0,2005,unknown,1156
1370,no,unknown,167.0,12,4,unknown,1158,2,H,46.0,3,1, laboratory technician ,4,unknown,9051,3,yes,11,3,1,1,6,4,0,1,0,0,0,1982,no,1158
1371,no,travel rarely,982.0,1,4,medical,1172,4,H,58.0,2,1, laboratory technician ,3,unknown,16340,6,no,12,3,2,1,0,2,3,8,0,1,7,1988,yes,1172
1372,no,unknown,862.0,2,1,unknown,1190,3,M,76.0,3,1, sales representative ,1,unknown,14947,1,unknown,12,3,3,3,1,3,3,1,0,0,0,1991,yes,1190
1373,yes,unknown,1256.0,3,4,life sciences,0,3,H,48.0,2,1, research scientist ,4,married,4223,0,yes,11,3,2,1,1,5,3,0,0,0,0,2001,yes,15996
1374,no,non-travel,111.0,26,3,unknown,1206,26,H,74.0,1,1, research scientist ,3,single,4279,2,no,13,0,4,0,6,3,3,0,0,0,0,1979,unknown,1206
1375,yes,non-travel,906.0,5,2,life sciences,1210,1,H,95.0,2,1, research scientist ,1,unknown,20293,6,no,17,3,1,1,5,2,1,1,0,0,0,1982,yes,1210
1376,no,travel frequently,1184.0,2,4,unknown,0,2,H,62.0,3,2, sales executive ,2,unknown,25440,5,no,12,3,4,3,0,2,3,0,0,0,0,1983,no,19214
1377,yes,unknown,984.0,17,2,life sciences,0,4,M,97.0,3,1, laboratory technician ,2,unknown,3372,1,unknown,13,3,1,1,1,3,1,1,0,0,0,1999,yes,12470
1378,no,travel frequently,458.0,26,5,medical,1242,1,M,60.0,3,3, research director ,1,married,23281,3,yes,17,3,3,0,0,6,3,1,0,0,0,1981,no,1242
1379,no,unknown,1098.0,4,2,medical,1256,1,H,85.0,2,5, manager ,3,married,12124,2,unknown,13,0,3,1,23,2,4,1,0,0,0,1974,yes,1256
1380,no,travel rarely,969.0,2,2,technical degree,1258,4,H,76.0,4,1, laboratory technician ,2,single,16620,5,unknown,11,3,3,0,7,4,2,1,0,0,0,1975,yes,1258
1381,no,travel rarely,1329.0,7,3,unknown,1260,3,H,82.0,3,2, healthcare representative ,4,unknown,4204,1,unknown,11,3,2,2,6,2,3,6,0,1,0,1994,unknown,1260
1382,no,unknown,715.0,1,3,life sciences,1263,4,H,76.0,2,5, research director ,4,single,8733,6,no,12,3,3,0,0,3,4,1,0,0,0,1975,yes,1263
1383,no,unknown,1320.0,20,3,technical degree,0,3,M,89.0,4,1, research scientist ,3,unknown,21643,0,no,17,3,4,0,2,5,2,1,0,0,0,1989,yes,10916
1384,no,unknown,265.0,25,3,life sciences,1269,2,M,57.0,4,1, research scientist ,4,single,21221,1,unknown,12,3,4,0,1,2,3,1,0,0,1,2004,unknown,1269
1385,no,unknown,373.0,1,2,unknown,1270,4,H,47.0,3,1, research scientist ,3,unknown,16901,1,no,22,4,4,1,1,2,3,1,0,0,1,2000,no,1270
1386,yes,travel frequently,599.0,32,1,unknown,1273,3,H,73.0,1,1, sales representative ,4,single,8040,1,yes,14,0,4,0,1,4,3,1,0,1,0,1998,yes,1273
1387,no,unknown,603.0,34,4,medical,0,2,M,78.0,4,2, research scientist ,2,married,5628,6,yes,16,3,4,0,18,2,3,1,0,0,0,1981,no,17201
1388,no,travel frequently,968.0,6,2,medical,0,2,M,40.0,2,1, laboratory technician ,3,single,4257,0,unknown,14,3,2,0,8,6,2,7,0,7,7,1972,no,13857
1389,no,travel frequently,364.0,25,3,medical,1306,2,M,66.0,3,5, manager ,2,unknown,13035,3,unknown,22,4,3,0,22,4,3,0,0,0,0,1978,no,1306
1390,no,unknown,1291.0,11,3,medical,1364,3,M,98.0,4,1, sales representative ,4,married,6527,8,unknown,14,0,2,1,5,4,3,1,0,0,0,1996,yes,1364
1391,no,non-travel,1124.0,1,3,unknown,1368,4,M,97.0,3,1, laboratory technician ,4,single,19305,1,unknown,15,3,3,0,0,5,4,0,0,0,0,2005,no,1368
1392,yes,travel frequently,703.0,2,3,unknown,1379,3,M,90.0,2,1, sales representative ,4,single,11882,7,no,14,3,3,0,3,3,4,1,0,0,0,1992,unknown,1379
1393,yes,travel frequently,797.0,1,4,life sciences,1427,2,M,50.0,1,1, sales representative ,3,single,16154,1,unknown,12,0,2,0,0,3,3,1,0,0,0,1992,no,1427
