,Age,Attrition,Businesstravel,Dailyrate,Department,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyincome,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework
1206,59,No,,326.0,,3,3,,1254.0,3.0,M,48.0,2.0,2.0, sales executive ,4.0,single,5171.0,16490,5,no,17.0,3.0,4.0,80.0,0.0,13.0,2.0,3.0,6.0,,0,5,1964,no
1207,30,No,travel_rarely,634.0, research & development ,17,4,medical,1321.0,2.0,M,95.0,3.0,3.0, manager ,1.0,,11916.0,25927,1,yes,23.0,4.0,4.0,80.0,2.0,,2.0,3.0,9.0,,0,8,1993,no
1208,45,No,travel_rarely,1448.0,,29,3,,1465.0,2.0,H,55.0,3.0,3.0, manufacturing director ,4.0,married,9380.0,14720,4,yes,18.0,,4.0,,2.0,,4.0,4.0,3.0,,1,2,1978,yes
1209,40,No,travel_rarely,896.0,,2,3,,,3.0,H,68.0,3.0,1.0, research scientist ,3.0,,,8045,2,no,14.0,3.0,3.0,,1.0,,3.0,4.0,3.0,,1,2,1983,no
1210,30,No,,1358.0,,42,1,life sciences,1479.0,4.0,H,96.0,3.0,2.0, sales executive ,3.0,,,2939,8,,15.0,,3.0,,2.0,4.0,2.0,2.0,2.0,,2,2,1993,no
1211,24,No,,, research & development ,24,2,technical degree,1551.0,3.0,H,57.0,2.0,1.0, laboratory technician ,1.0,,,10036,0,,14.0,,2.0,,3.0,,3.0,3.0,1.0,,0,0,1999,no
1212,32,No,,824.0,,5,2,life sciences,1555.0,4.0,M,67.0,2.0,2.0, research scientist ,2.0,married,5878.0,15624,3,no,12.0,3.0,1.0,,1.0,12.0,2.0,3.0,7.0,,2,5,1991,yes
1213,28,Yes,travel_rarely,329.0,,24,3,medical,1604.0,3.0,H,51.0,3.0,1.0, laboratory technician ,2.0,married,,7324,1,,17.0,3.0,3.0,80.0,3.0,,3.0,3.0,1.0,,0,0,1995,no
1214,49,No,,1313.0, sales ,11,4,,1757.0,4.0,M,0.0,3.0,2.0, sales executive ,4.0,single,,8191,3,,12.0,3.0,3.0,80.0,0.0,8.0,1.0,4.0,5.0,,0,4,1974,yes
1215,38,No,travel_frequently,594.0, research & development ,2,2,medical,1760.0,3.0,M,75.0,2.0,1.0, laboratory technician ,2.0,married,2468.0,15963,4,,14.0,3.0,2.0,,1.0,9.0,4.0,2.0,6.0,,0,5,1985,no
1216,46,No,travel_rarely,734.0,,2,4,,1789.0,3.0,H,46.0,3.0,5.0, research director ,4.0,,,14218,7,,17.0,3.0,3.0,,1.0,24.0,3.0,3.0,2.0,,2,2,1977,yes
1217,34,Yes,travel_frequently,234.0,,9,4,life sciences,1807.0,4.0,H,93.0,3.0,2.0, laboratory technician ,1.0,,,6208,4,,17.0,3.0,3.0,,1.0,,3.0,2.0,7.0,,0,7,1989,no
1218,39,No,,766.0,,20,3,life sciences,1812.0,3.0,H,83.0,3.0,2.0, sales executive ,4.0,,4127.0,19188,2,,18.0,3.0,4.0,,1.0,7.0,6.0,3.0,2.0,,2,2,1984,no
1219,26,Yes,travel_rarely,920.0, human resources ,20,2,,1818.0,4.0,M,69.0,3.0,1.0, human resources ,2.0,married,2148.0,6889,0,yes,11.0,3.0,3.0,,0.0,6.0,3.0,3.0,5.0,,1,4,1997,yes
1220,54,No,travel_rarely,431.0,,7,4,medical,1830.0,4.0,M,68.0,3.0,2.0, research scientist ,4.0,married,,15696,4,no,15.0,3.0,2.0,,1.0,14.0,2.0,2.0,7.0,,1,7,1969,no
1221,36,No,travel_frequently,1213.0,,2,1,,1890.0,2.0,H,94.0,2.0,2.0, human resources ,4.0,,3886.0,4223,1,no,21.0,4.0,4.0,80.0,0.0,10.0,2.0,2.0,10.0,,0,8,1987,yes
1222,32,Yes,travel_frequently,238.0, research & development ,5,2,,1939.0,1.0,M,47.0,4.0,1.0, research scientist ,3.0,,,15318,3,yes,14.0,3.0,1.0,,0.0,8.0,2.0,3.0,4.0,,0,3,1991,no
1223,32,No,,1146.0,,15,4,,,3.0,M,0.0,3.0,2.0, healthcare representative ,4.0,,6667.0,16542,5,no,18.0,3.0,2.0,80.0,1.0,9.0,6.0,3.0,5.0,,1,2,1991,yes
1224,28,Yes,,1404.0, research & development ,17,3,,,3.0,H,32.0,2.0,1.0, laboratory technician ,4.0,,,18779,5,no,12.0,3.0,1.0,80.0,1.0,,2.0,2.0,4.0,,0,3,1995,yes
1225,33,No,,1313.0,,1,2,medical,1994.0,2.0,H,59.0,2.0,1.0, laboratory technician ,3.0,divorced,,20439,1,,12.0,3.0,3.0,,3.0,,2.0,2.0,1.0,,0,0,1990,no
1226,37,Yes,travel_rarely,1373.0,,2,2,,4.0,4.0,H,92.0,2.0,1.0, laboratory technician ,3.0,single,2090.0,2396,6,yes,15.0,3.0,2.0,,0.0,7.0,3.0,3.0,0.0,,0,0,1986,yes
1227,59,No,travel_rarely,1324.0,,3,3,medical,10.0,3.0,M,81.0,4.0,1.0, laboratory technician ,1.0,,,9964,4,,20.0,,1.0,,3.0,12.0,3.0,2.0,1.0,,0,0,1964,yes
1228,30,No,travel_rarely,1358.0,,24,1,life sciences,,4.0,H,67.0,3.0,1.0, laboratory technician ,3.0,divorced,,13335,1,,22.0,4.0,2.0,,1.0,1.0,2.0,3.0,1.0,,0,0,1993,yes
1229,22,No,,1123.0,,16,2,,,4.0,H,96.0,4.0,1.0, laboratory technician ,4.0,,,7324,1,yes,13.0,3.0,2.0,,2.0,,2.0,2.0,1.0,,0,0,2001,no
1230,21,No,travel_rarely,391.0,,15,2,,30.0,3.0,H,96.0,3.0,1.0, research scientist ,4.0,single,,19281,1,no,14.0,3.0,4.0,,0.0,0.0,6.0,3.0,0.0,,0,0,2002,yes
1231,30,No,travel_rarely,125.0,,9,2,medical,41.0,4.0,H,83.0,2.0,1.0, laboratory technician ,3.0,,,16117,1,,13.0,3.0,1.0,,0.0,10.0,5.0,3.0,10.0,,1,8,1993,no
1232,39,Yes,travel_rarely,895.0,,18,3,technical degree,42.0,1.0,H,56.0,3.0,2.0, sales representative ,4.0,married,2086.0,3335,3,no,14.0,3.0,3.0,,1.0,19.0,6.0,4.0,1.0,,0,0,1984,yes
1233,24,Yes,travel_rarely,813.0,,1,3,,,2.0,H,61.0,3.0,1.0, research scientist ,4.0,,,3020,2,yes,16.0,3.0,1.0,,1.0,6.0,2.0,,2.0,,2,0,1999,no
1234,35,No,,, research & development ,4,2,other,53.0,3.0,H,75.0,3.0,1.0, laboratory technician ,4.0,divorced,1951.0,10910,1,,12.0,3.0,3.0,,1.0,1.0,3.0,3.0,1.0,,0,0,1988,yes
1235,27,No,,1240.0,,2,4,life sciences,54.0,4.0,M,33.0,3.0,1.0, laboratory technician ,1.0,divorced,,19715,1,,13.0,3.0,4.0,,1.0,,6.0,3.0,1.0,,0,0,1996,no
1236,26,Yes,,1357.0,,25,3,life sciences,55.0,1.0,H,48.0,1.0,1.0, laboratory technician ,3.0,single,,10558,1,,12.0,3.0,3.0,,0.0,1.0,2.0,2.0,1.0,,0,1,1997,no
1237,37,No,,, research & development ,24,2,life sciences,,2.0,H,73.0,3.0,1.0, research scientist ,2.0,married,3022.0,10227,4,no,21.0,4.0,1.0,,0.0,8.0,1.0,3.0,1.0,,0,0,1986,no
1238,35,No,,1229.0,,46,1,,,4.0,H,36.0,4.0,1.0, laboratory technician ,4.0,,,4892,1,no,19.0,,4.0,,0.0,1.0,2.0,3.0,1.0,,0,1,1988,yes
1239,48,Yes,,626.0,,1,2,,64.0,1.0,H,98.0,2.0,3.0, laboratory technician ,3.0,,,19294,9,,13.0,3.0,4.0,,0.0,,2.0,3.0,1.0,,0,0,1975,no
1240,35,No,non-travel,1097.0,,11,2,medical,70.0,3.0,H,79.0,2.0,3.0, healthcare representative ,1.0,married,,8302,2,yes,13.0,3.0,3.0,,1.0,10.0,3.0,3.0,4.0,,2,3,1988,yes
1241,55,No,travel_rarely,836.0,,8,3,,84.0,4.0,M,0.0,3.0,4.0, manager ,3.0,divorced,,19730,2,yes,14.0,3.0,3.0,,3.0,21.0,2.0,3.0,5.0,,0,2,1968,yes
1242,45,No,,1339.0,,7,3,life sciences,,2.0,H,59.0,3.0,3.0, research scientist ,1.0,,9724.0,18787,2,no,17.0,3.0,3.0,,1.0,,2.0,3.0,1.0,,0,0,1978,yes
1243,36,Yes,,318.0,,9,3,medical,,4.0,H,0.0,2.0,1.0, research scientist ,3.0,,3388.0,21777,0,,17.0,3.0,1.0,,1.0,,0.0,2.0,1.0,,0,0,1987,yes
1244,36,No,travel_rarely,132.0, research & development ,6,3,life sciences,97.0,2.0,M,55.0,4.0,1.0, laboratory technician ,4.0,,3038.0,22002,3,no,12.0,3.0,2.0,,0.0,,3.0,3.0,1.0,,0,0,1987,yes
1245,45,No,travel_rarely,193.0, research & development ,6,4,other,,4.0,H,52.0,3.0,3.0, research director ,1.0,,,15067,4,yes,14.0,3.0,2.0,,0.0,,3.0,4.0,0.0,,0,0,1978,no
1246,55,No,,111.0,,1,2,,106.0,1.0,H,70.0,3.0,3.0, sales executive ,4.0,married,,18092,3,,14.0,3.0,4.0,,1.0,,4.0,3.0,1.0,,1,0,1968,yes
1247,23,No,,541.0,,2,1,technical degree,113.0,3.0,H,62.0,3.0,1.0, sales representative ,1.0,divorced,2322.0,9518,3,no,13.0,3.0,3.0,,1.0,,3.0,3.0,0.0,,0,0,2000,no
1248,32,No,travel_rarely,827.0,,1,1,life sciences,,4.0,H,71.0,3.0,1.0, research scientist ,1.0,single,,15178,1,no,13.0,3.0,4.0,,0.0,,2.0,3.0,1.0,,0,0,1991,yes
1249,20,Yes,,871.0, research & development ,6,3,life sciences,137.0,4.0,M,66.0,2.0,1.0, laboratory technician ,4.0,single,2926.0,19783,1,yes,18.0,,2.0,,0.0,,5.0,3.0,1.0,,1,0,2003,no
1250,37,No,,1040.0,,2,2,life sciences,139.0,3.0,H,100.0,2.0,2.0, healthcare representative ,4.0,divorced,,15850,5,no,14.0,3.0,4.0,80.0,1.0,17.0,2.0,4.0,1.0,,0,0,1986,no
1251,22,No,,, research & development ,15,3,,144.0,2.0,M,59.0,3.0,1.0, laboratory technician ,4.0,single,,23785,1,no,15.0,3.0,3.0,,0.0,,5.0,3.0,0.0,,0,0,2001,no
1252,34,No,,1031.0,,24,4,life sciences,,2.0,M,45.0,2.0,2.0, research scientist ,2.0,,4505.0,15000,6,,15.0,3.0,3.0,80.0,1.0,,3.0,3.0,1.0,,0,0,1989,yes
1253,36,No,,922.0,,3,2,life sciences,155.0,1.0,M,39.0,3.0,1.0, laboratory technician ,4.0,divorced,2835.0,2561,5,,22.0,4.0,1.0,,1.0,,2.0,3.0,1.0,,0,0,1987,no
1254,19,Yes,travel_rarely,528.0, sales ,22,1,marketing,167.0,4.0,H,0.0,3.0,1.0, sales representative ,3.0,single,,26820,1,yes,19.0,3.0,4.0,,0.0,0.0,2.0,2.0,0.0,,0,0,2004,yes
1255,41,No,,,,9,4,life sciences,200.0,3.0,H,94.0,3.0,1.0, laboratory technician ,1.0,,,6961,2,,21.0,4.0,4.0,,1.0,7.0,2.0,3.0,5.0,,1,4,1982,yes
1256,19,No,,,,18,1,,201.0,2.0,M,79.0,3.0,1.0, laboratory technician ,2.0,single,,16102,1,no,14.0,,4.0,,0.0,1.0,3.0,3.0,1.0,,0,0,2004,no
1257,51,No,,1169.0,,7,4,,211.0,2.0,H,34.0,2.0,2.0, manufacturing director ,3.0,married,,13983,2,no,17.0,3.0,3.0,,0.0,10.0,2.0,3.0,1.0,,0,0,1972,yes
1258,58,No,,1145.0,,9,3,,214.0,2.0,M,75.0,2.0,1.0, research scientist ,2.0,married,,11873,4,yes,20.0,4.0,2.0,,1.0,9.0,3.0,2.0,1.0,,0,0,1965,no
1259,19,Yes,travel_frequently,602.0,,1,1,,,3.0,M,100.0,1.0,1.0, sales representative ,1.0,,,20989,0,no,21.0,4.0,1.0,,0.0,1.0,5.0,,0.0,,0,0,2004,yes
1260,19,Yes,travel_rarely,303.0,,2,3,life sciences,243.0,2.0,H,0.0,2.0,1.0, laboratory technician ,4.0,single,,9241,1,,22.0,4.0,3.0,,0.0,1.0,3.0,2.0,1.0,,1,0,2004,yes
1261,35,Yes,travel_rarely,556.0,,23,2,,,2.0,H,50.0,2.0,2.0, manufacturing director ,3.0,,,15497,3,yes,13.0,3.0,1.0,,0.0,8.0,1.0,3.0,1.0,,0,1,1988,yes
1262,38,No,travel_rarely,1261.0,,38,4,,271.0,4.0,H,0.0,3.0,2.0, manufacturing director ,3.0,,6553.0,7259,9,,14.0,3.0,2.0,80.0,0.0,14.0,3.0,3.0,1.0,,0,0,1985,no
1263,38,Yes,,1180.0,,29,1,medical,282.0,2.0,H,70.0,3.0,2.0, healthcare representative ,1.0,married,6673.0,11354,7,yes,19.0,,2.0,80.0,0.0,17.0,2.0,3.0,1.0,,0,0,1985,no
1264,41,No,,896.0, sales ,6,3,life sciences,,4.0,M,75.0,3.0,3.0, manager ,4.0,single,13591.0,14674,3,yes,18.0,3.0,3.0,,0.0,,3.0,3.0,1.0,,0,0,1982,no
1265,59,No,travel_rarely,142.0,,3,3,life sciences,309.0,3.0,H,70.0,2.0,1.0, research scientist ,4.0,married,2177.0,8456,3,,17.0,3.0,1.0,,1.0,7.0,6.0,3.0,1.0,,0,0,1964,yes
1266,50,No,travel_rarely,854.0,,1,4,medical,323.0,4.0,M,68.0,3.0,5.0, manager ,4.0,divorced,19517.0,24118,3,no,11.0,3.0,3.0,,1.0,,3.0,2.0,7.0,,0,6,1973,no
1267,41,No,travel_rarely,1411.0, research & development ,19,2,life sciences,334.0,3.0,H,36.0,3.0,2.0, research scientist ,1.0,divorced,,19877,2,,16.0,3.0,1.0,,2.0,17.0,2.0,2.0,1.0,,0,0,1982,yes
1268,45,No,,252.0,,1,3,,,3.0,H,70.0,4.0,5.0, manager ,4.0,,19202.0,15970,0,,11.0,3.0,3.0,,1.0,25.0,2.0,3.0,24.0,,1,7,1978,no
1269,37,Yes,,504.0,,10,3,medical,342.0,1.0,H,61.0,3.0,3.0, manufacturing director ,3.0,,10048.0,22573,6,no,11.0,,2.0,80.0,2.0,17.0,5.0,3.0,1.0,,0,0,1986,yes
1270,51,No,,833.0,,38,3,,,3.0,H,96.0,3.0,1.0, research scientist ,4.0,married,2723.0,23231,1,no,11.0,3.0,2.0,,0.0,1.0,0.0,2.0,1.0,,0,0,1972,yes
1271,28,Yes,travel_rarely,529.0,,2,4,life sciences,364.0,1.0,H,79.0,3.0,1.0, laboratory technician ,3.0,single,,14935,2,,11.0,3.0,3.0,,0.0,5.0,5.0,1.0,0.0,,0,0,1995,no
1272,29,No,travel_rarely,1210.0,,2,3,medical,,1.0,H,78.0,2.0,2.0, sales executive ,2.0,married,6644.0,3687,2,no,19.0,3.0,2.0,,2.0,10.0,2.0,,0.0,,0,0,1994,yes
1273,31,No,travel_rarely,1463.0, research & development ,23,3,medical,367.0,2.0,H,64.0,2.0,2.0, healthcare representative ,4.0,,,14408,0,no,21.0,,2.0,,1.0,10.0,2.0,3.0,9.0,,7,8,1992,yes
1274,38,No,travel_rarely,322.0,,7,2,medical,,1.0,M,44.0,4.0,2.0, sales executive ,1.0,,5605.0,19191,1,yes,24.0,4.0,3.0,,1.0,8.0,3.0,3.0,8.0,,7,7,1985,no
1275,44,Yes,travel_frequently,920.0,,12,3,life sciences,392.0,1.0,H,43.0,3.0,1.0, laboratory technician ,3.0,,3161.0,19920,3,yes,22.0,4.0,4.0,,1.0,19.0,0.0,1.0,1.0,,0,0,1979,yes
1276,36,No,,506.0,,3,3,technical degree,397.0,3.0,H,30.0,3.0,2.0, research scientist ,2.0,single,,26285,4,,12.0,3.0,4.0,,0.0,10.0,2.0,3.0,8.0,,7,7,1987,yes
1277,18,Yes,,, research & development ,3,3,,,3.0,H,54.0,3.0,1.0, laboratory technician ,3.0,single,1420.0,25233,1,no,13.0,3.0,3.0,,0.0,0.0,2.0,3.0,0.0,,0,0,2005,yes
1278,36,No,,566.0,,18,4,life sciences,407.0,3.0,H,81.0,4.0,1.0, laboratory technician ,4.0,married,,7122,4,no,18.0,3.0,4.0,,2.0,4.0,2.0,3.0,1.0,,0,0,1987,yes
1279,18,No,,812.0,,10,3,,,4.0,M,69.0,2.0,1.0, sales representative ,3.0,,1200.0,9724,1,no,12.0,3.0,1.0,,0.0,0.0,2.0,3.0,0.0,,0,0,2005,no
1280,39,Yes,travel_rarely,1162.0,,3,2,,445.0,4.0,M,41.0,3.0,2.0, sales executive ,3.0,married,5238.0,17778,4,yes,18.0,3.0,1.0,,0.0,12.0,3.0,2.0,1.0,,0,0,1984,yes
1281,43,No,travel_rarely,1001.0, research & development ,15,3,,,1.0,M,43.0,3.0,3.0, healthcare representative ,1.0,married,9985.0,9262,8,no,16.0,3.0,1.0,,1.0,,1.0,2.0,1.0,,0,0,1980,yes
1282,47,No,travel_frequently,1309.0,,4,1,medical,,2.0,H,99.0,3.0,2.0, sales representative ,3.0,,,25751,3,no,19.0,3.0,1.0,,0.0,5.0,3.0,3.0,0.0,,0,0,1976,no
1283,42,No,travel_rarely,810.0,,23,5,,468.0,1.0,M,44.0,3.0,4.0, research director ,4.0,single,15992.0,15901,2,no,14.0,3.0,2.0,,0.0,16.0,2.0,3.0,1.0,,0,0,1981,no
1284,32,No,,1062.0,,2,3,,471.0,3.0,M,75.0,3.0,1.0, laboratory technician ,2.0,married,2370.0,3956,1,no,13.0,,3.0,,1.0,8.0,4.0,3.0,8.0,,0,7,1991,yes
1285,48,No,travel_rarely,530.0,,29,1,medical,473.0,1.0,M,91.0,3.0,3.0, manager ,3.0,married,,23978,3,,21.0,4.0,2.0,,1.0,15.0,3.0,1.0,0.0,,0,0,1975,yes
1286,42,No,travel_rarely,1332.0, research & development ,2,4,,477.0,1.0,H,98.0,2.0,2.0, healthcare representative ,4.0,,6781.0,17078,3,,23.0,4.0,2.0,,0.0,,6.0,3.0,1.0,,0,0,1981,no
1287,36,No,non-travel,845.0,,1,5,medical,479.0,4.0,M,45.0,3.0,2.0, sales executive ,4.0,,6653.0,15276,4,,15.0,,2.0,,0.0,,6.0,3.0,1.0,,0,0,1987,yes
1288,33,Yes,travel_rarely,350.0,,5,3,marketing,485.0,4.0,M,34.0,3.0,1.0, sales representative ,3.0,single,2851.0,9150,1,,13.0,,2.0,,0.0,1.0,2.0,3.0,1.0,,0,0,1990,no
1289,46,No,,1144.0, research & development ,7,4,medical,487.0,3.0,M,30.0,3.0,2.0, manufacturing director ,3.0,married,5258.0,16044,2,,14.0,3.0,3.0,,0.0,7.0,2.0,4.0,1.0,,0,0,1977,yes
1290,21,Yes,travel_rarely,156.0, sales ,12,3,life sciences,494.0,3.0,M,90.0,4.0,1.0, sales representative ,2.0,single,,25422,1,,15.0,3.0,4.0,,0.0,1.0,0.0,3.0,1.0,,0,0,2002,no
1291,30,No,,202.0,,2,1,technical degree,508.0,3.0,H,72.0,3.0,1.0, sales representative ,2.0,,2476.0,17434,1,,18.0,3.0,1.0,,1.0,,3.0,3.0,1.0,,0,0,1993,yes
1292,30,Yes,travel_frequently,464.0,,4,3,,514.0,3.0,H,40.0,3.0,1.0, research scientist ,4.0,single,2285.0,3427,9,yes,23.0,4.0,3.0,,0.0,3.0,4.0,3.0,1.0,,0,0,1993,no
1293,32,No,travel_rarely,1305.0,,10,4,,518.0,3.0,H,49.0,3.0,2.0, manufacturing director ,2.0,single,4197.0,21123,2,,12.0,3.0,4.0,,0.0,18.0,2.0,2.0,1.0,,0,1,1986,yes
1294,40,No,travel_rarely,555.0,,2,3,,,2.0,M,78.0,2.0,2.0, laboratory technician ,3.0,married,3448.0,13436,6,no,22.0,4.0,2.0,,1.0,,3.0,3.0,1.0,,0,0,1983,yes
1295,28,No,travel_rarely,1300.0,,17,2,,,3.0,H,79.0,3.0,2.0, laboratory technician ,1.0,,4558.0,13535,1,,12.0,3.0,4.0,,1.0,10.0,2.0,,10.0,,1,8,1995,no
1296,38,No,travel_frequently,1490.0,,2,2,,556.0,4.0,H,42.0,3.0,1.0, laboratory technician ,4.0,married,1702.0,12106,1,yes,23.0,4.0,3.0,,1.0,,3.0,3.0,1.0,,0,0,1985,no
1297,19,Yes,,489.0,,2,2,technical degree,566.0,1.0,H,0.0,2.0,1.0, human resources ,4.0,single,2564.0,18437,1,no,12.0,3.0,3.0,,0.0,1.0,3.0,4.0,1.0,,0,0,2004,yes
1298,57,No,travel_rarely,210.0,,29,3,,568.0,1.0,H,56.0,2.0,4.0, manager ,4.0,divorced,,22102,3,no,12.0,3.0,3.0,,1.0,,3.0,2.0,1.0,,0,0,1966,yes
1299,47,No,travel_rarely,983.0,,2,2,medical,,1.0,M,65.0,3.0,2.0, manufacturing director ,4.0,,5070.0,7389,5,,13.0,,3.0,,3.0,20.0,2.0,3.0,5.0,,0,4,1976,yes
1300,54,No,travel_rarely,548.0,,8,4,life sciences,,3.0,M,42.0,3.0,2.0, laboratory technician ,3.0,single,3780.0,23428,7,,11.0,3.0,3.0,80.0,0.0,,3.0,3.0,1.0,,0,0,1969,no
1301,31,Yes,travel_frequently,534.0,,42,3,,,4.0,H,66.0,3.0,3.0, healthcare representative ,3.0,,9824.0,22908,3,no,12.0,3.0,1.0,,0.0,12.0,2.0,3.0,1.0,,0,0,1992,yes
1302,18,Yes,travel_frequently,1306.0,,5,3,marketing,614.0,2.0,H,69.0,3.0,1.0, sales representative ,2.0,,1878.0,8059,1,yes,14.0,3.0,4.0,,0.0,,3.0,3.0,0.0,,0,0,2005,no
1303,40,No,,1094.0,,28,3,other,615.0,3.0,H,58.0,1.0,3.0, sales executive ,1.0,,,11373,3,no,15.0,3.0,3.0,,1.0,20.0,2.0,3.0,1.0,,0,1,1983,yes
1304,26,No,,775.0,,29,2,,,1.0,H,45.0,3.0,2.0, sales executive ,3.0,,,4267,5,,12.0,3.0,1.0,,2.0,8.0,5.0,3.0,0.0,,0,0,1997,yes
1305,26,Yes,travel_rarely,471.0, research & development ,24,3,,622.0,3.0,H,66.0,1.0,1.0, laboratory technician ,4.0,single,2340.0,23213,1,yes,18.0,3.0,2.0,,0.0,1.0,3.0,1.0,1.0,,0,0,1997,yes
1306,38,No,,1495.0,,10,3,,,3.0,M,76.0,3.0,2.0, healthcare representative ,3.0,,,22174,3,no,19.0,3.0,3.0,80.0,1.0,18.0,4.0,,1.0,,0,0,1985,yes
1307,24,No,,823.0,,17,2,other,643.0,4.0,H,94.0,2.0,1.0, laboratory technician ,2.0,married,2127.0,9100,1,no,21.0,4.0,4.0,,1.0,1.0,2.0,3.0,1.0,,0,0,1999,yes
1308,30,Yes,travel_frequently,448.0,,12,4,,648.0,2.0,H,74.0,2.0,1.0, sales representative ,1.0,married,2033.0,14470,1,no,18.0,3.0,3.0,,1.0,1.0,2.0,4.0,1.0,,0,0,1993,yes
1309,37,No,travel_rarely,558.0,,2,3,marketing,656.0,4.0,H,75.0,3.0,2.0, sales executive ,3.0,married,9602.0,3010,4,,11.0,3.0,3.0,,1.0,,3.0,2.0,3.0,,1,0,1986,no
1310,20,No,travel_rarely,959.0, research & development ,1,3,life sciences,657.0,4.0,M,83.0,2.0,1.0, research scientist ,2.0,,,11757,1,no,13.0,,4.0,80.0,0.0,1.0,0.0,4.0,1.0,,0,0,2003,yes
1311,43,No,,782.0,,14,4,other,661.0,2.0,H,50.0,2.0,4.0, research director ,4.0,divorced,16627.0,2671,4,,14.0,3.0,3.0,,1.0,21.0,3.0,,1.0,,0,0,1980,no
1312,38,No,,362.0,,27,1,life sciences,662.0,3.0,M,0.0,3.0,1.0, research scientist ,1.0,,,14561,3,no,17.0,3.0,4.0,,0.0,8.0,3.0,2.0,0.0,,0,0,1985,yes
1313,33,No,,1216.0, sales ,8,4,marketing,,3.0,H,39.0,3.0,2.0, sales executive ,3.0,divorced,,20431,0,,12.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,5.0,,1,2,1990,no
1314,30,No,,160.0,,3,3,,,3.0,M,71.0,3.0,1.0, research scientist ,3.0,,2083.0,22653,1,no,20.0,4.0,3.0,,1.0,1.0,2.0,,1.0,,0,0,1993,no
1315,29,No,,, sales ,44,2,medical,690.0,2.0,M,62.0,3.0,2.0, sales executive ,3.0,,,3487,1,no,14.0,3.0,1.0,,1.0,,5.0,2.0,6.0,,1,2,1994,no
1316,20,Yes,,1362.0,,10,1,medical,701.0,4.0,H,32.0,3.0,1.0, research scientist ,3.0,single,1009.0,26999,1,,11.0,3.0,4.0,,0.0,,5.0,3.0,1.0,,1,1,2003,yes
1317,35,No,non-travel,727.0,,20,3,,704.0,2.0,H,41.0,2.0,1.0, laboratory technician ,3.0,married,,16900,1,no,18.0,3.0,3.0,,2.0,1.0,3.0,3.0,1.0,,0,0,1988,no
1318,37,No,,1225.0,,10,2,life sciences,715.0,4.0,H,80.0,4.0,1.0, research scientist ,4.0,single,,15232,3,no,17.0,3.0,1.0,,0.0,,2.0,,1.0,,0,0,1986,yes
1319,38,No,,168.0,,1,3,,743.0,3.0,M,81.0,3.0,3.0, manufacturing director ,3.0,single,7861.0,15397,4,yes,14.0,,4.0,,0.0,10.0,4.0,,1.0,,0,0,1985,yes
1320,29,No,,1396.0,,10,3,,749.0,3.0,H,0.0,3.0,1.0, sales representative ,3.0,single,2642.0,2755,1,no,11.0,3.0,3.0,,0.0,1.0,6.0,,1.0,,0,0,1994,no
1321,35,No,,1225.0,,2,4,,,4.0,M,61.0,3.0,2.0, healthcare representative ,1.0,divorced,,4761,2,no,11.0,3.0,1.0,,1.0,16.0,2.0,4.0,1.0,,0,0,1988,yes
1322,38,No,travel_rarely,268.0,,2,5,medical,773.0,4.0,H,92.0,3.0,1.0, research scientist ,3.0,married,,20471,6,yes,13.0,3.0,2.0,80.0,1.0,,0.0,1.0,1.0,,0,1,1985,yes
1323,34,No,travel_rarely,167.0,,8,5,life sciences,775.0,2.0,M,32.0,3.0,2.0, manufacturing director ,1.0,,5121.0,4187,3,no,14.0,3.0,3.0,,1.0,,3.0,,0.0,,0,0,1989,yes
1324,23,Yes,,1243.0,,6,3,life sciences,811.0,3.0,H,0.0,4.0,1.0, laboratory technician ,1.0,,,3445,1,yes,21.0,4.0,3.0,,2.0,1.0,2.0,3.0,0.0,,0,0,2000,no
1325,24,No,,1092.0,,9,3,life sciences,812.0,3.0,H,60.0,2.0,1.0, laboratory technician ,2.0,divorced,2694.0,26551,1,no,11.0,3.0,3.0,,3.0,,4.0,3.0,1.0,,0,0,1999,no
1326,29,Yes,travel_rarely,805.0,,1,2,life sciences,816.0,2.0,M,36.0,2.0,1.0, laboratory technician ,1.0,married,,6689,1,,11.0,3.0,4.0,,1.0,1.0,1.0,3.0,1.0,,0,0,1994,yes
1327,40,No,travel_frequently,720.0,,16,4,medical,832.0,1.0,H,51.0,2.0,2.0, laboratory technician ,3.0,,5094.0,11983,6,no,14.0,3.0,4.0,,0.0,10.0,6.0,3.0,1.0,,0,0,1983,yes
1328,30,No,travel_rarely,, research & development ,2,3,,833.0,3.0,M,52.0,2.0,2.0, manufacturing director ,4.0,single,,20234,5,,24.0,4.0,2.0,,0.0,12.0,4.0,2.0,0.0,,0,0,1993,yes
1329,45,No,,252.0,,2,3,,834.0,2.0,M,95.0,2.0,1.0, research scientist ,3.0,,2274.0,6153,1,no,14.0,3.0,4.0,,0.0,1.0,3.0,3.0,1.0,,0,0,1978,yes
