,Age,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework,Employee_id
1238,35,No,travel_rarely,1229.0,46,1,unknown,,4.0,H,36.0,4.0,1.0, laboratory technician ,4.0,unknown,4892,1,no,19.0,3.0,4.0,0.0,2.0,3.0,1.0,0,1,1988,yes,3034
1239,48,Yes,travel_rarely,626.0,1,2,unknown,64.0,1.0,H,98.0,2.0,3.0, laboratory technician ,3.0,unknown,19294,9,no,13.0,3.0,4.0,0.0,2.0,3.0,1.0,0,0,1975,no,64
1240,35,No,non-travel,1097.0,11,2,medical,70.0,3.0,H,79.0,2.0,3.0, healthcare representative ,1.0,married,8302,2,yes,13.0,3.0,3.0,1.0,3.0,3.0,4.0,2,3,1988,yes,70
1241,55,No,travel_rarely,836.0,8,3,unknown,84.0,4.0,M,0.0,3.0,4.0, manager ,3.0,divorced,19730,2,yes,14.0,3.0,3.0,3.0,2.0,3.0,5.0,0,2,1968,yes,84
1242,45,No,travel_rarely,1339.0,7,3,life sciences,,2.0,H,59.0,3.0,3.0, research scientist ,1.0,unknown,18787,2,no,17.0,3.0,3.0,1.0,2.0,3.0,1.0,0,0,1978,yes,13778
1243,36,Yes,travel_rarely,318.0,9,3,medical,,4.0,H,0.0,2.0,1.0, research scientist ,3.0,unknown,21777,0,no,17.0,3.0,1.0,1.0,0.0,2.0,1.0,0,0,1987,yes,6946
1244,36,No,travel_rarely,132.0,6,3,life sciences,97.0,2.0,M,55.0,4.0,1.0, laboratory technician ,4.0,unknown,22002,3,no,12.0,3.0,2.0,0.0,3.0,3.0,1.0,0,0,1987,yes,97
1245,45,No,travel_rarely,193.0,6,4,other,,4.0,H,52.0,3.0,3.0, research director ,1.0,unknown,15067,4,yes,14.0,3.0,2.0,0.0,3.0,4.0,0.0,0,0,1978,no,4947
1246,55,No,travel_rarely,111.0,1,2,unknown,106.0,1.0,H,70.0,3.0,3.0, sales executive ,4.0,married,18092,3,no,14.0,3.0,4.0,1.0,4.0,3.0,1.0,1,0,1968,yes,106
1247,23,No,travel_rarely,541.0,2,1,technical degree,113.0,3.0,H,62.0,3.0,1.0, sales representative ,1.0,divorced,9518,3,no,13.0,3.0,3.0,1.0,3.0,3.0,0.0,0,0,2000,no,113
1248,32,No,travel_rarely,827.0,1,1,life sciences,,4.0,H,71.0,3.0,1.0, research scientist ,1.0,single,15178,1,no,13.0,3.0,4.0,0.0,2.0,3.0,1.0,0,0,1991,yes,18284
1249,20,Yes,travel_rarely,871.0,6,3,life sciences,137.0,4.0,M,66.0,2.0,1.0, laboratory technician ,4.0,single,19783,1,yes,18.0,3.0,2.0,0.0,5.0,3.0,1.0,1,0,2003,no,137
1250,37,No,travel_rarely,1040.0,2,2,life sciences,139.0,3.0,H,100.0,2.0,2.0, healthcare representative ,4.0,divorced,15850,5,no,14.0,3.0,4.0,1.0,2.0,4.0,1.0,0,0,1986,no,139
1251,22,No,travel_rarely,804.0,15,3,unknown,144.0,2.0,M,59.0,3.0,1.0, laboratory technician ,4.0,single,23785,1,no,15.0,3.0,3.0,0.0,5.0,3.0,0.0,0,0,2001,no,144
1252,34,No,travel_rarely,1031.0,24,4,life sciences,,2.0,M,45.0,2.0,2.0, research scientist ,2.0,unknown,15000,6,no,15.0,3.0,3.0,1.0,3.0,3.0,1.0,0,0,1989,yes,5185
1253,36,No,travel_rarely,922.0,3,2,life sciences,155.0,1.0,M,39.0,3.0,1.0, laboratory technician ,4.0,divorced,2561,5,no,22.0,4.0,1.0,1.0,2.0,3.0,1.0,0,0,1987,no,155
1254,19,Yes,travel_rarely,528.0,22,1,marketing,167.0,4.0,H,0.0,3.0,1.0, sales representative ,3.0,single,26820,1,yes,19.0,3.0,4.0,0.0,2.0,2.0,0.0,0,0,2004,yes,167
1255,41,No,travel_rarely,804.0,9,4,life sciences,200.0,3.0,H,94.0,3.0,1.0, laboratory technician ,1.0,unknown,6961,2,no,21.0,4.0,4.0,1.0,2.0,3.0,5.0,1,4,1982,yes,200
1256,19,No,travel_rarely,804.0,18,1,unknown,201.0,2.0,M,79.0,3.0,1.0, laboratory technician ,2.0,single,16102,1,no,14.0,3.0,4.0,0.0,3.0,3.0,1.0,0,0,2004,no,201
1257,51,No,travel_rarely,1169.0,7,4,unknown,211.0,2.0,H,34.0,2.0,2.0, manufacturing director ,3.0,married,13983,2,no,17.0,3.0,3.0,0.0,2.0,3.0,1.0,0,0,1972,yes,211
1258,58,No,travel_rarely,1145.0,9,3,unknown,214.0,2.0,M,75.0,2.0,1.0, research scientist ,2.0,married,11873,4,yes,20.0,4.0,2.0,1.0,3.0,2.0,1.0,0,0,1965,no,214
1259,19,Yes,travel_frequently,602.0,1,1,unknown,,3.0,M,100.0,1.0,1.0, sales representative ,1.0,unknown,20989,0,no,21.0,4.0,1.0,0.0,5.0,3.0,0.0,0,0,2004,yes,18344
1260,19,Yes,travel_rarely,303.0,2,3,life sciences,243.0,2.0,H,0.0,2.0,1.0, laboratory technician ,4.0,single,9241,1,no,22.0,4.0,3.0,0.0,3.0,2.0,1.0,1,0,2004,yes,243
1261,35,Yes,travel_rarely,556.0,23,2,unknown,,2.0,H,50.0,2.0,2.0, manufacturing director ,3.0,unknown,15497,3,yes,13.0,3.0,1.0,0.0,1.0,3.0,1.0,0,1,1988,yes,14706
1262,38,No,travel_rarely,1261.0,38,4,unknown,271.0,4.0,H,0.0,3.0,2.0, manufacturing director ,3.0,unknown,7259,9,no,14.0,3.0,2.0,0.0,3.0,3.0,1.0,0,0,1985,no,271
1263,38,Yes,travel_rarely,1180.0,29,1,medical,282.0,2.0,H,70.0,3.0,2.0, healthcare representative ,1.0,married,11354,7,yes,19.0,3.0,2.0,0.0,2.0,3.0,1.0,0,0,1985,no,282
1264,41,No,travel_rarely,896.0,6,3,life sciences,,4.0,M,75.0,3.0,3.0, manager ,4.0,single,14674,3,yes,18.0,3.0,3.0,0.0,3.0,3.0,1.0,0,0,1982,no,4598
1265,59,No,travel_rarely,142.0,3,3,life sciences,309.0,3.0,H,70.0,2.0,1.0, research scientist ,4.0,married,8456,3,no,17.0,3.0,1.0,1.0,6.0,3.0,1.0,0,0,1964,yes,309
1266,50,No,travel_rarely,854.0,1,4,medical,323.0,4.0,M,68.0,3.0,5.0, manager ,4.0,divorced,24118,3,no,11.0,3.0,3.0,1.0,3.0,2.0,7.0,0,6,1973,no,323
1267,41,No,travel_rarely,1411.0,19,2,life sciences,334.0,3.0,H,36.0,3.0,2.0, research scientist ,1.0,divorced,19877,2,no,16.0,3.0,1.0,2.0,2.0,2.0,1.0,0,0,1982,yes,334
1268,45,No,travel_rarely,252.0,1,3,unknown,,3.0,H,70.0,4.0,5.0, manager ,4.0,unknown,15970,0,no,11.0,3.0,3.0,1.0,2.0,3.0,24.0,1,7,1978,no,5449
1269,37,Yes,travel_rarely,504.0,10,3,medical,342.0,1.0,H,61.0,3.0,3.0, manufacturing director ,3.0,unknown,22573,6,no,11.0,3.0,2.0,2.0,5.0,3.0,1.0,0,0,1986,yes,342
1270,51,No,travel_rarely,833.0,38,3,unknown,,3.0,H,96.0,3.0,1.0, research scientist ,4.0,married,23231,1,no,11.0,3.0,2.0,0.0,0.0,2.0,1.0,0,0,1972,yes,15852
1271,28,Yes,travel_rarely,529.0,2,4,life sciences,364.0,1.0,H,79.0,3.0,1.0, laboratory technician ,3.0,single,14935,2,no,11.0,3.0,3.0,0.0,5.0,1.0,0.0,0,0,1995,no,364
1272,29,No,travel_rarely,1210.0,2,3,medical,,1.0,H,78.0,2.0,2.0, sales executive ,2.0,married,3687,2,no,19.0,3.0,2.0,2.0,2.0,3.0,0.0,0,0,1994,yes,4417
1273,31,No,travel_rarely,1463.0,23,3,medical,367.0,2.0,H,64.0,2.0,2.0, healthcare representative ,4.0,unknown,14408,0,no,21.0,3.0,2.0,1.0,2.0,3.0,9.0,7,8,1992,yes,367
1274,38,No,travel_rarely,322.0,7,2,medical,,1.0,M,44.0,4.0,2.0, sales executive ,1.0,unknown,19191,1,yes,24.0,4.0,3.0,1.0,3.0,3.0,8.0,7,7,1985,no,13630
1275,44,Yes,travel_frequently,920.0,12,3,life sciences,392.0,1.0,H,43.0,3.0,1.0, laboratory technician ,3.0,unknown,19920,3,yes,22.0,4.0,4.0,1.0,0.0,1.0,1.0,0,0,1979,yes,392
1276,36,No,travel_rarely,506.0,3,3,technical degree,397.0,3.0,H,30.0,3.0,2.0, research scientist ,2.0,single,26285,4,no,12.0,3.0,4.0,0.0,2.0,3.0,8.0,7,7,1987,yes,397
1277,18,Yes,travel_rarely,804.0,3,3,unknown,,3.0,H,54.0,3.0,1.0, laboratory technician ,3.0,single,25233,1,no,13.0,3.0,3.0,0.0,2.0,3.0,0.0,0,0,2005,yes,11869
1278,36,No,travel_rarely,566.0,18,4,life sciences,407.0,3.0,H,81.0,4.0,1.0, laboratory technician ,4.0,married,7122,4,no,18.0,3.0,4.0,2.0,2.0,3.0,1.0,0,0,1987,yes,407
1279,18,No,travel_rarely,812.0,10,3,unknown,,4.0,M,69.0,2.0,1.0, sales representative ,3.0,unknown,9724,1,no,12.0,3.0,1.0,0.0,2.0,3.0,0.0,0,0,2005,no,5610
1280,39,Yes,travel_rarely,1162.0,3,2,unknown,445.0,4.0,M,41.0,3.0,2.0, sales executive ,3.0,married,17778,4,yes,18.0,3.0,1.0,0.0,3.0,2.0,1.0,0,0,1984,yes,445
1281,43,No,travel_rarely,1001.0,15,3,unknown,,1.0,M,43.0,3.0,3.0, healthcare representative ,1.0,married,9262,8,no,16.0,3.0,1.0,1.0,1.0,2.0,1.0,0,0,1980,yes,3857
1282,47,No,travel_frequently,1309.0,4,1,medical,,2.0,H,99.0,3.0,2.0, sales representative ,3.0,unknown,25751,3,no,19.0,3.0,1.0,0.0,3.0,3.0,0.0,0,0,1976,no,11753
1283,42,No,travel_rarely,810.0,23,5,unknown,468.0,1.0,M,44.0,3.0,4.0, research director ,4.0,single,15901,2,no,14.0,3.0,2.0,0.0,2.0,3.0,1.0,0,0,1981,no,468
1284,32,No,travel_rarely,1062.0,2,3,unknown,471.0,3.0,M,75.0,3.0,1.0, laboratory technician ,2.0,married,3956,1,no,13.0,3.0,3.0,1.0,4.0,3.0,8.0,0,7,1991,yes,471
1285,48,No,travel_rarely,530.0,29,1,medical,473.0,1.0,M,91.0,3.0,3.0, manager ,3.0,married,23978,3,no,21.0,4.0,2.0,1.0,3.0,1.0,0.0,0,0,1975,yes,473
1286,42,No,travel_rarely,1332.0,2,4,unknown,477.0,1.0,H,98.0,2.0,2.0, healthcare representative ,4.0,unknown,17078,3,no,23.0,4.0,2.0,0.0,6.0,3.0,1.0,0,0,1981,no,477
1287,36,No,non-travel,845.0,1,5,medical,479.0,4.0,M,45.0,3.0,2.0, sales executive ,4.0,unknown,15276,4,no,15.0,3.0,2.0,0.0,6.0,3.0,1.0,0,0,1987,yes,479
1288,33,Yes,travel_rarely,350.0,5,3,marketing,485.0,4.0,M,34.0,3.0,1.0, sales representative ,3.0,single,9150,1,no,13.0,3.0,2.0,0.0,2.0,3.0,1.0,0,0,1990,no,485
1289,46,No,travel_rarely,1144.0,7,4,medical,487.0,3.0,M,30.0,3.0,2.0, manufacturing director ,3.0,married,16044,2,no,14.0,3.0,3.0,0.0,2.0,4.0,1.0,0,0,1977,yes,487
1290,21,Yes,travel_rarely,156.0,12,3,life sciences,494.0,3.0,M,90.0,4.0,1.0, sales representative ,2.0,single,25422,1,no,15.0,3.0,4.0,0.0,0.0,3.0,1.0,0,0,2002,no,494
1291,30,No,travel_rarely,202.0,2,1,technical degree,508.0,3.0,H,72.0,3.0,1.0, sales representative ,2.0,unknown,17434,1,no,18.0,3.0,1.0,1.0,3.0,3.0,1.0,0,0,1993,yes,508
1292,30,Yes,travel_frequently,464.0,4,3,unknown,514.0,3.0,H,40.0,3.0,1.0, research scientist ,4.0,single,3427,9,yes,23.0,4.0,3.0,0.0,4.0,3.0,1.0,0,0,1993,no,514
1293,32,No,travel_rarely,1305.0,10,4,unknown,518.0,3.0,H,49.0,3.0,2.0, manufacturing director ,2.0,single,21123,2,no,12.0,3.0,4.0,0.0,2.0,2.0,1.0,0,1,1986,yes,518
1294,40,No,travel_rarely,555.0,2,3,unknown,,2.0,M,78.0,2.0,2.0, laboratory technician ,3.0,married,13436,6,no,22.0,4.0,2.0,1.0,3.0,3.0,1.0,0,0,1983,yes,13925
1295,28,No,travel_rarely,1300.0,17,2,unknown,,3.0,H,79.0,3.0,2.0, laboratory technician ,1.0,unknown,13535,1,no,12.0,3.0,4.0,1.0,2.0,3.0,10.0,1,8,1995,no,17905
1296,38,No,travel_frequently,1490.0,2,2,unknown,556.0,4.0,H,42.0,3.0,1.0, laboratory technician ,4.0,married,12106,1,yes,23.0,4.0,3.0,1.0,3.0,3.0,1.0,0,0,1985,no,556
1297,19,Yes,travel_rarely,489.0,2,2,technical degree,566.0,1.0,H,0.0,2.0,1.0, human resources ,4.0,single,18437,1,no,12.0,3.0,3.0,0.0,3.0,4.0,1.0,0,0,2004,yes,566
1298,57,No,travel_rarely,210.0,29,3,unknown,568.0,1.0,H,56.0,2.0,4.0, manager ,4.0,divorced,22102,3,no,12.0,3.0,3.0,1.0,3.0,2.0,1.0,0,0,1966,yes,568
1299,47,No,travel_rarely,983.0,2,2,medical,,1.0,M,65.0,3.0,2.0, manufacturing director ,4.0,unknown,7389,5,no,13.0,3.0,3.0,3.0,2.0,3.0,5.0,0,4,1976,yes,11361
1300,54,No,travel_rarely,548.0,8,4,life sciences,,3.0,M,42.0,3.0,2.0, laboratory technician ,3.0,single,23428,7,no,11.0,3.0,3.0,0.0,3.0,3.0,1.0,0,0,1969,no,19958
1301,31,Yes,travel_frequently,534.0,42,3,unknown,,4.0,H,66.0,3.0,3.0, healthcare representative ,3.0,unknown,22908,3,no,12.0,3.0,1.0,0.0,2.0,3.0,1.0,0,0,1992,yes,2548
1302,18,Yes,travel_frequently,1306.0,5,3,marketing,614.0,2.0,H,69.0,3.0,1.0, sales representative ,2.0,unknown,8059,1,yes,14.0,3.0,4.0,0.0,3.0,3.0,0.0,0,0,2005,no,614
1303,40,No,travel_rarely,1094.0,28,3,other,615.0,3.0,H,58.0,1.0,3.0, sales executive ,1.0,unknown,11373,3,no,15.0,3.0,3.0,1.0,2.0,3.0,1.0,0,1,1983,yes,615
1304,26,No,travel_rarely,775.0,29,2,unknown,,1.0,H,45.0,3.0,2.0, sales executive ,3.0,unknown,4267,5,no,12.0,3.0,1.0,2.0,5.0,3.0,0.0,0,0,1997,yes,7126
1305,26,Yes,travel_rarely,471.0,24,3,unknown,622.0,3.0,H,66.0,1.0,1.0, laboratory technician ,4.0,single,23213,1,yes,18.0,3.0,2.0,0.0,3.0,1.0,1.0,0,0,1997,yes,622
1306,38,No,travel_rarely,1495.0,10,3,unknown,,3.0,M,76.0,3.0,2.0, healthcare representative ,3.0,unknown,22174,3,no,19.0,3.0,3.0,1.0,4.0,3.0,1.0,0,0,1985,yes,7290
1307,24,No,travel_rarely,823.0,17,2,other,643.0,4.0,H,94.0,2.0,1.0, laboratory technician ,2.0,married,9100,1,no,21.0,4.0,4.0,1.0,2.0,3.0,1.0,0,0,1999,yes,643
1308,30,Yes,travel_frequently,448.0,12,4,unknown,648.0,2.0,H,74.0,2.0,1.0, sales representative ,1.0,married,14470,1,no,18.0,3.0,3.0,1.0,2.0,4.0,1.0,0,0,1993,yes,648
1309,37,No,travel_rarely,558.0,2,3,marketing,656.0,4.0,H,75.0,3.0,2.0, sales executive ,3.0,married,3010,4,no,11.0,3.0,3.0,1.0,3.0,2.0,3.0,1,0,1986,no,656
1310,20,No,travel_rarely,959.0,1,3,life sciences,657.0,4.0,M,83.0,2.0,1.0, research scientist ,2.0,unknown,11757,1,no,13.0,3.0,4.0,0.0,0.0,4.0,1.0,0,0,2003,yes,657
1311,43,No,travel_rarely,782.0,14,4,other,661.0,2.0,H,50.0,2.0,4.0, research director ,4.0,divorced,2671,4,no,14.0,3.0,3.0,1.0,3.0,3.0,1.0,0,0,1980,no,661
1312,38,No,travel_rarely,362.0,27,1,life sciences,662.0,3.0,M,0.0,3.0,1.0, research scientist ,1.0,unknown,14561,3,no,17.0,3.0,4.0,0.0,3.0,2.0,0.0,0,0,1985,yes,662
1313,33,No,travel_rarely,1216.0,8,4,marketing,,3.0,H,39.0,3.0,2.0, sales executive ,3.0,divorced,20431,0,no,12.0,3.0,4.0,0.0,3.0,3.0,5.0,1,2,1990,no,15167
1314,30,No,travel_rarely,160.0,3,3,unknown,,3.0,M,71.0,3.0,1.0, research scientist ,3.0,unknown,22653,1,no,20.0,4.0,3.0,1.0,2.0,3.0,1.0,0,0,1993,no,3321
1315,29,No,travel_rarely,804.0,44,2,medical,690.0,2.0,M,62.0,3.0,2.0, sales executive ,3.0,unknown,3487,1,no,14.0,3.0,1.0,1.0,5.0,2.0,6.0,1,2,1994,no,690
1316,20,Yes,travel_rarely,1362.0,10,1,medical,701.0,4.0,H,32.0,3.0,1.0, research scientist ,3.0,single,26999,1,no,11.0,3.0,4.0,0.0,5.0,3.0,1.0,1,1,2003,yes,701
1317,35,No,non-travel,727.0,20,3,unknown,704.0,2.0,H,41.0,2.0,1.0, laboratory technician ,3.0,married,16900,1,no,18.0,3.0,3.0,2.0,3.0,3.0,1.0,0,0,1988,no,704
1318,37,No,travel_rarely,1225.0,10,2,life sciences,715.0,4.0,H,80.0,4.0,1.0, research scientist ,4.0,single,15232,3,no,17.0,3.0,1.0,0.0,2.0,3.0,1.0,0,0,1986,yes,715
1319,38,No,travel_rarely,168.0,1,3,unknown,743.0,3.0,M,81.0,3.0,3.0, manufacturing director ,3.0,single,15397,4,yes,14.0,3.0,4.0,0.0,4.0,3.0,1.0,0,0,1985,yes,743
1320,29,No,travel_rarely,1396.0,10,3,unknown,749.0,3.0,H,0.0,3.0,1.0, sales representative ,3.0,single,2755,1,no,11.0,3.0,3.0,0.0,6.0,3.0,1.0,0,0,1994,no,749
1321,35,No,travel_rarely,1225.0,2,4,unknown,,4.0,M,61.0,3.0,2.0, healthcare representative ,1.0,divorced,4761,2,no,11.0,3.0,1.0,1.0,2.0,4.0,1.0,0,0,1988,yes,10724
1322,38,No,travel_rarely,268.0,2,5,medical,773.0,4.0,H,92.0,3.0,1.0, research scientist ,3.0,married,20471,6,yes,13.0,3.0,2.0,1.0,0.0,1.0,1.0,0,1,1985,yes,773
1323,34,No,travel_rarely,167.0,8,5,life sciences,775.0,2.0,M,32.0,3.0,2.0, manufacturing director ,1.0,unknown,4187,3,no,14.0,3.0,3.0,1.0,3.0,3.0,0.0,0,0,1989,yes,775
1324,23,Yes,travel_rarely,1243.0,6,3,life sciences,811.0,3.0,H,0.0,4.0,1.0, laboratory technician ,1.0,unknown,3445,1,yes,21.0,4.0,3.0,2.0,2.0,3.0,0.0,0,0,2000,no,811
1325,24,No,travel_rarely,1092.0,9,3,life sciences,812.0,3.0,H,60.0,2.0,1.0, laboratory technician ,2.0,divorced,26551,1,no,11.0,3.0,3.0,3.0,4.0,3.0,1.0,0,0,1999,no,812
1326,29,Yes,travel_rarely,805.0,1,2,life sciences,816.0,2.0,M,36.0,2.0,1.0, laboratory technician ,1.0,married,6689,1,no,11.0,3.0,4.0,1.0,1.0,3.0,1.0,0,0,1994,yes,816
1327,40,No,travel_frequently,720.0,16,4,medical,832.0,1.0,H,51.0,2.0,2.0, laboratory technician ,3.0,unknown,11983,6,no,14.0,3.0,4.0,0.0,6.0,3.0,1.0,0,0,1983,yes,832
1328,30,No,travel_rarely,804.0,2,3,unknown,833.0,3.0,M,52.0,2.0,2.0, manufacturing director ,4.0,single,20234,5,no,24.0,4.0,2.0,0.0,4.0,2.0,0.0,0,0,1993,yes,833
1329,45,No,travel_rarely,252.0,2,3,unknown,834.0,2.0,M,95.0,2.0,1.0, research scientist ,3.0,unknown,6153,1,no,14.0,3.0,4.0,0.0,3.0,3.0,1.0,0,0,1978,yes,834
1330,27,No,travel_rarely,443.0,3,3,medical,,4.0,H,50.0,3.0,1.0, research scientist ,4.0,married,16571,1,no,11.0,3.0,3.0,3.0,6.0,2.0,0.0,0,0,1996,yes,10319
1331,37,No,travel_rarely,342.0,16,4,marketing,,4.0,H,66.0,2.0,2.0, sales executive ,3.0,unknown,24558,4,no,19.0,3.0,4.0,2.0,2.0,3.0,1.0,0,0,1986,yes,7511
1332,32,No,travel_rarely,300.0,1,3,life sciences,,4.0,H,61.0,3.0,1.0, laboratory technician ,4.0,divorced,9148,0,no,12.0,3.0,2.0,1.0,2.0,3.0,3.0,0,2,1991,yes,5510
1333,53,No,travel_rarely,868.0,8,3,marketing,897.0,1.0,H,73.0,3.0,4.0, sales executive ,4.0,married,22789,5,no,14.0,3.0,3.0,1.0,3.0,3.0,2.0,2,2,1970,yes,897
1334,37,No,travel_rarely,1252.0,19,2,unknown,904.0,1.0,H,32.0,3.0,3.0, sales executive ,2.0,single,4814,1,yes,13.0,3.0,4.0,0.0,2.0,3.0,10.0,0,9,1986,no,904
1335,32,Yes,travel_rarely,374.0,25,4,unknown,911.0,1.0,H,87.0,3.0,1.0, laboratory technician ,4.0,unknown,18016,1,no,24.0,4.0,3.0,0.0,2.0,1.0,1.0,0,1,1991,yes,911
1336,58,Yes,travel_frequently,781.0,2,1,unknown,918.0,4.0,H,57.0,2.0,1.0, laboratory technician ,4.0,divorced,13384,9,no,14.0,3.0,4.0,1.0,3.0,2.0,1.0,0,0,1965,yes,918
1337,43,No,travel_rarely,177.0,8,3,unknown,,1.0,M,55.0,3.0,2.0, manufacturing director ,2.0,divorced,23814,4,no,21.0,4.0,3.0,1.0,2.0,4.0,1.0,0,0,1980,no,18425
1338,21,Yes,travel_rarely,1427.0,18,1,other,923.0,4.0,M,65.0,3.0,1.0, research scientist ,4.0,single,8870,1,no,19.0,3.0,1.0,0.0,3.0,2.0,1.0,0,0,2002,no,923
1339,34,No,travel_rarely,546.0,48,3,life sciences,934.0,4.0,H,83.0,3.0,1.0, laboratory technician ,2.0,unknown,6896,1,no,14.0,3.0,2.0,2.0,3.0,3.0,1.0,1,0,1989,yes,934
1340,58,No,travel_rarely,1272.0,5,3,unknown,940.0,3.0,M,37.0,2.0,3.0, healthcare representative ,2.0,divorced,9255,2,no,13.0,3.0,4.0,1.0,3.0,3.0,6.0,0,4,1965,no,940
1341,48,No,travel_rarely,804.0,20,4,medical,945.0,4.0,H,51.0,3.0,1.0, research scientist ,3.0,married,5543,4,no,17.0,3.0,1.0,2.0,2.0,2.0,0.0,0,0,1975,no,945
1342,32,No,non-travel,1184.0,1,3,life sciences,951.0,3.0,M,70.0,2.0,1.0, laboratory technician ,2.0,married,3974,6,no,20.0,3.0,3.0,0.0,3.0,3.0,3.0,0,2,1991,yes,951
1343,25,Yes,travel_rarely,867.0,19,2,marketing,952.0,3.0,H,36.0,2.0,1.0, sales representative ,2.0,married,18798,1,yes,18.0,3.0,3.0,3.0,2.0,3.0,1.0,0,0,1998,no,952
1344,40,No,travel_rarely,658.0,10,4,marketing,954.0,1.0,H,67.0,2.0,3.0, sales executive ,2.0,divorced,20652,2,no,12.0,3.0,2.0,1.0,2.0,2.0,1.0,0,0,1983,yes,954
1345,19,Yes,travel_rarely,419.0,21,3,other,959.0,4.0,H,37.0,2.0,1.0, sales representative ,2.0,single,9947,1,yes,13.0,3.0,2.0,0.0,3.0,4.0,1.0,0,0,2004,no,959
1346,20,Yes,travel_rarely,129.0,4,3,technical degree,,1.0,H,84.0,3.0,1.0, laboratory technician ,1.0,single,13008,1,no,19.0,3.0,2.0,0.0,2.0,3.0,1.0,0,0,2003,no,9801
1347,33,No,travel_rarely,1069.0,1,3,unknown,,2.0,M,42.0,2.0,2.0, healthcare representative ,4.0,unknown,12291,0,no,14.0,3.0,1.0,0.0,3.0,3.0,5.0,1,4,1990,yes,3618
1348,58,Yes,travel_rarely,289.0,2,3,unknown,,4.0,H,51.0,3.0,1.0, research scientist ,3.0,single,26227,4,no,24.0,4.0,1.0,0.0,4.0,3.0,1.0,0,0,1965,no,8789
1349,40,Yes,non-travel,1479.0,24,3,unknown,986.0,2.0,M,100.0,4.0,4.0, sales executive ,2.0,single,17071,4,no,16.0,3.0,4.0,0.0,2.0,2.0,1.0,0,0,1983,yes,986
1350,29,Yes,travel_rarely,906.0,10,3,unknown,994.0,4.0,M,92.0,2.0,1.0, research scientist ,1.0,single,11479,6,yes,20.0,4.0,3.0,0.0,5.0,3.0,0.0,0,0,1994,yes,994
1351,47,No,travel_rarely,955.0,18,2,life sciences,1003.0,4.0,M,83.0,3.0,2.0, sales executive ,4.0,single,8571,1,yes,17.0,3.0,3.0,0.0,0.0,3.0,9.0,0,7,1976,no,1003
1352,18,No,travel_rarely,287.0,5,2,unknown,1012.0,2.0,H,73.0,3.0,1.0, research scientist ,4.0,unknown,13493,1,no,15.0,3.0,4.0,0.0,2.0,3.0,0.0,0,0,2005,yes,1012
1353,20,Yes,travel_rarely,1097.0,16,3,medical,,4.0,M,98.0,2.0,1.0, research scientist ,1.0,unknown,18275,1,yes,15.0,3.0,1.0,0.0,2.0,3.0,1.0,0,0,2003,no,17282
1354,42,No,travel_rarely,265.0,5,2,unknown,1029.0,4.0,H,90.0,3.0,5.0, manager ,3.0,unknown,7770,6,no,13.0,3.0,2.0,0.0,3.0,4.0,1.0,0,0,1981,yes,1029
1355,50,No,travel_rarely,804.0,9,3,unknown,,1.0,H,64.0,3.0,1.0, laboratory technician ,4.0,married,20165,4,no,18.0,3.0,2.0,0.0,5.0,3.0,1.0,0,0,1973,yes,14138
1356,37,Yes,travel_rarely,1141.0,11,2,medical,1033.0,1.0,M,61.0,1.0,2.0, healthcare representative ,2.0,unknown,14382,5,no,15.0,3.0,1.0,0.0,2.0,1.0,1.0,0,0,1986,yes,1033
1357,38,No,travel_rarely,804.0,3,4,life sciences,,2.0,H,42.0,3.0,2.0, sales executive ,4.0,unknown,4981,8,yes,12.0,3.0,3.0,0.0,1.0,3.0,1.0,0,0,1985,no,11824
1358,36,Yes,travel_rarely,660.0,15,3,unknown,1052.0,1.0,H,81.0,3.0,2.0, laboratory technician ,3.0,divorced,7858,7,no,14.0,3.0,2.0,1.0,3.0,2.0,1.0,0,0,1987,yes,1052
1359,28,No,travel_rarely,1144.0,10,1,medical,1056.0,4.0,H,74.0,3.0,1.0, sales representative ,2.0,married,23384,1,no,22.0,4.0,2.0,0.0,5.0,3.0,1.0,0,0,1995,yes,1056
1360,43,No,travel_rarely,415.0,25,3,unknown,1076.0,3.0,H,0.0,2.0,3.0, sales executive ,4.0,unknown,5268,5,no,13.0,3.0,3.0,1.0,5.0,3.0,1.0,0,0,1980,yes,1076
1361,21,Yes,travel_rarely,1334.0,10,3,unknown,1079.0,3.0,M,36.0,2.0,1.0, laboratory technician ,1.0,single,17258,1,no,13.0,3.0,1.0,0.0,6.0,2.0,1.0,1,0,2002,yes,1079
1362,51,Yes,travel_rarely,1323.0,4,4,unknown,1081.0,1.0,H,34.0,3.0,1.0, research scientist ,3.0,married,10332,9,no,12.0,3.0,3.0,3.0,2.0,4.0,10.0,2,7,1972,no,1081
1363,37,No,travel_rarely,309.0,10,4,unknown,1105.0,4.0,M,88.0,2.0,2.0, sales executive ,4.0,divorced,24223,2,yes,14.0,3.0,3.0,3.0,5.0,3.0,1.0,0,0,1986,no,1105
