,Age,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework
1266,50,No,travel_rarely,854.0,1,4,medical,323.0,4.0,M,68.0,3.0,5.0, manager ,4.0,divorced,24118,3,no,11.0,3.0,3.0,1.0,,3.0,2.0,7.0,0,6,1973,no
1267,41,No,travel_rarely,1411.0,19,2,life sciences,334.0,3.0,H,36.0,3.0,2.0, research scientist ,1.0,divorced,19877,2,no,16.0,3.0,1.0,2.0,17.0,2.0,2.0,1.0,0,0,1982,yes
1268,45,No,travel_rarely,252.0,1,3,unknown,,3.0,H,70.0,4.0,5.0, manager ,4.0,unknown,15970,0,no,11.0,3.0,3.0,1.0,25.0,2.0,3.0,24.0,1,7,1978,no
1269,37,Yes,travel_rarely,504.0,10,3,medical,342.0,1.0,H,61.0,3.0,3.0, manufacturing director ,3.0,unknown,22573,6,no,11.0,3.0,2.0,2.0,17.0,5.0,3.0,1.0,0,0,1986,yes
1270,51,No,travel_rarely,833.0,38,3,unknown,,3.0,H,96.0,3.0,1.0, research scientist ,4.0,married,23231,1,no,11.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,0,0,1972,yes
1271,28,Yes,travel_rarely,529.0,2,4,life sciences,364.0,1.0,H,79.0,3.0,1.0, laboratory technician ,3.0,single,14935,2,no,11.0,3.0,3.0,0.0,5.0,5.0,1.0,0.0,0,0,1995,no
1272,29,No,travel_rarely,1210.0,2,3,medical,,1.0,H,78.0,2.0,2.0, sales executive ,2.0,married,3687,2,no,19.0,3.0,2.0,2.0,10.0,2.0,3.0,0.0,0,0,1994,yes
1273,31,No,travel_rarely,1463.0,23,3,medical,367.0,2.0,H,64.0,2.0,2.0, healthcare representative ,4.0,unknown,14408,0,no,21.0,3.0,2.0,1.0,10.0,2.0,3.0,9.0,7,8,1992,yes
1274,38,No,travel_rarely,322.0,7,2,medical,,1.0,M,44.0,4.0,2.0, sales executive ,1.0,unknown,19191,1,yes,24.0,4.0,3.0,1.0,8.0,3.0,3.0,8.0,7,7,1985,no
1275,44,Yes,travel_frequently,920.0,12,3,life sciences,392.0,1.0,H,43.0,3.0,1.0, laboratory technician ,3.0,unknown,19920,3,yes,22.0,4.0,4.0,1.0,19.0,0.0,1.0,1.0,0,0,1979,yes
1276,36,No,travel_rarely,506.0,3,3,technical degree,397.0,3.0,H,30.0,3.0,2.0, research scientist ,2.0,single,26285,4,no,12.0,3.0,4.0,0.0,10.0,2.0,3.0,8.0,7,7,1987,yes
1277,18,Yes,travel_rarely,804.0,3,3,unknown,,3.0,H,54.0,3.0,1.0, laboratory technician ,3.0,single,25233,1,no,13.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0,0,2005,yes
1278,36,No,travel_rarely,566.0,18,4,life sciences,407.0,3.0,H,81.0,4.0,1.0, laboratory technician ,4.0,married,7122,4,no,18.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,0,0,1987,yes
1279,18,No,travel_rarely,812.0,10,3,unknown,,4.0,M,69.0,2.0,1.0, sales representative ,3.0,unknown,9724,1,no,12.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0,0,2005,no
1280,39,Yes,travel_rarely,1162.0,3,2,unknown,445.0,4.0,M,41.0,3.0,2.0, sales executive ,3.0,married,17778,4,yes,18.0,3.0,1.0,0.0,12.0,3.0,2.0,1.0,0,0,1984,yes
1281,43,No,travel_rarely,1001.0,15,3,unknown,,1.0,M,43.0,3.0,3.0, healthcare representative ,1.0,married,9262,8,no,16.0,3.0,1.0,1.0,,1.0,2.0,1.0,0,0,1980,yes
1282,47,No,travel_frequently,1309.0,4,1,medical,,2.0,H,99.0,3.0,2.0, sales representative ,3.0,unknown,25751,3,no,19.0,3.0,1.0,0.0,5.0,3.0,3.0,0.0,0,0,1976,no
1283,42,No,travel_rarely,810.0,23,5,unknown,468.0,1.0,M,44.0,3.0,4.0, research director ,4.0,single,15901,2,no,14.0,3.0,2.0,0.0,16.0,2.0,3.0,1.0,0,0,1981,no
1284,32,No,travel_rarely,1062.0,2,3,unknown,471.0,3.0,M,75.0,3.0,1.0, laboratory technician ,2.0,married,3956,1,no,13.0,3.0,3.0,1.0,8.0,4.0,3.0,8.0,0,7,1991,yes
1285,48,No,travel_rarely,530.0,29,1,medical,473.0,1.0,M,91.0,3.0,3.0, manager ,3.0,married,23978,3,no,21.0,4.0,2.0,1.0,15.0,3.0,1.0,0.0,0,0,1975,yes
1286,42,No,travel_rarely,1332.0,2,4,unknown,477.0,1.0,H,98.0,2.0,2.0, healthcare representative ,4.0,unknown,17078,3,no,23.0,4.0,2.0,0.0,,6.0,3.0,1.0,0,0,1981,no
1287,36,No,non-travel,845.0,1,5,medical,479.0,4.0,M,45.0,3.0,2.0, sales executive ,4.0,unknown,15276,4,no,15.0,3.0,2.0,0.0,,6.0,3.0,1.0,0,0,1987,yes
1288,33,Yes,travel_rarely,350.0,5,3,marketing,485.0,4.0,M,34.0,3.0,1.0, sales representative ,3.0,single,9150,1,no,13.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,0,0,1990,no
1289,46,No,travel_rarely,1144.0,7,4,medical,487.0,3.0,M,30.0,3.0,2.0, manufacturing director ,3.0,married,16044,2,no,14.0,3.0,3.0,0.0,7.0,2.0,4.0,1.0,0,0,1977,yes
1290,21,Yes,travel_rarely,156.0,12,3,life sciences,494.0,3.0,M,90.0,4.0,1.0, sales representative ,2.0,single,25422,1,no,15.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,0,0,2002,no
1291,30,No,travel_rarely,202.0,2,1,technical degree,508.0,3.0,H,72.0,3.0,1.0, sales representative ,2.0,unknown,17434,1,no,18.0,3.0,1.0,1.0,,3.0,3.0,1.0,0,0,1993,yes
1292,30,Yes,travel_frequently,464.0,4,3,unknown,514.0,3.0,H,40.0,3.0,1.0, research scientist ,4.0,single,3427,9,yes,23.0,4.0,3.0,0.0,3.0,4.0,3.0,1.0,0,0,1993,no
1293,32,No,travel_rarely,1305.0,10,4,unknown,518.0,3.0,H,49.0,3.0,2.0, manufacturing director ,2.0,single,21123,2,no,12.0,3.0,4.0,0.0,18.0,2.0,2.0,1.0,0,1,1986,yes
1294,40,No,travel_rarely,555.0,2,3,unknown,,2.0,M,78.0,2.0,2.0, laboratory technician ,3.0,married,13436,6,no,22.0,4.0,2.0,1.0,,3.0,3.0,1.0,0,0,1983,yes
1295,28,No,travel_rarely,1300.0,17,2,unknown,,3.0,H,79.0,3.0,2.0, laboratory technician ,1.0,unknown,13535,1,no,12.0,3.0,4.0,1.0,10.0,2.0,3.0,10.0,1,8,1995,no
1296,38,No,travel_frequently,1490.0,2,2,unknown,556.0,4.0,H,42.0,3.0,1.0, laboratory technician ,4.0,married,12106,1,yes,23.0,4.0,3.0,1.0,,3.0,3.0,1.0,0,0,1985,no
1297,19,Yes,travel_rarely,489.0,2,2,technical degree,566.0,1.0,H,0.0,2.0,1.0, human resources ,4.0,single,18437,1,no,12.0,3.0,3.0,0.0,1.0,3.0,4.0,1.0,0,0,2004,yes
1298,57,No,travel_rarely,210.0,29,3,unknown,568.0,1.0,H,56.0,2.0,4.0, manager ,4.0,divorced,22102,3,no,12.0,3.0,3.0,1.0,,3.0,2.0,1.0,0,0,1966,yes
1299,47,No,travel_rarely,983.0,2,2,medical,,1.0,M,65.0,3.0,2.0, manufacturing director ,4.0,unknown,7389,5,no,13.0,3.0,3.0,3.0,20.0,2.0,3.0,5.0,0,4,1976,yes
1300,54,No,travel_rarely,548.0,8,4,life sciences,,3.0,M,42.0,3.0,2.0, laboratory technician ,3.0,single,23428,7,no,11.0,3.0,3.0,0.0,,3.0,3.0,1.0,0,0,1969,no
1301,31,Yes,travel_frequently,534.0,42,3,unknown,,4.0,H,66.0,3.0,3.0, healthcare representative ,3.0,unknown,22908,3,no,12.0,3.0,1.0,0.0,12.0,2.0,3.0,1.0,0,0,1992,yes
1302,18,Yes,travel_frequently,1306.0,5,3,marketing,614.0,2.0,H,69.0,3.0,1.0, sales representative ,2.0,unknown,8059,1,yes,14.0,3.0,4.0,0.0,,3.0,3.0,0.0,0,0,2005,no
1303,40,No,travel_rarely,1094.0,28,3,other,615.0,3.0,H,58.0,1.0,3.0, sales executive ,1.0,unknown,11373,3,no,15.0,3.0,3.0,1.0,20.0,2.0,3.0,1.0,0,1,1983,yes
1304,26,No,travel_rarely,775.0,29,2,unknown,,1.0,H,45.0,3.0,2.0, sales executive ,3.0,unknown,4267,5,no,12.0,3.0,1.0,2.0,8.0,5.0,3.0,0.0,0,0,1997,yes
1305,26,Yes,travel_rarely,471.0,24,3,unknown,622.0,3.0,H,66.0,1.0,1.0, laboratory technician ,4.0,single,23213,1,yes,18.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,0,0,1997,yes
1306,38,No,travel_rarely,1495.0,10,3,unknown,,3.0,M,76.0,3.0,2.0, healthcare representative ,3.0,unknown,22174,3,no,19.0,3.0,3.0,1.0,18.0,4.0,3.0,1.0,0,0,1985,yes
1307,24,No,travel_rarely,823.0,17,2,other,643.0,4.0,H,94.0,2.0,1.0, laboratory technician ,2.0,married,9100,1,no,21.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,0,0,1999,yes
1308,30,Yes,travel_frequently,448.0,12,4,unknown,648.0,2.0,H,74.0,2.0,1.0, sales representative ,1.0,married,14470,1,no,18.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,0,0,1993,yes
1309,37,No,travel_rarely,558.0,2,3,marketing,656.0,4.0,H,75.0,3.0,2.0, sales executive ,3.0,married,3010,4,no,11.0,3.0,3.0,1.0,,3.0,2.0,3.0,1,0,1986,no
1310,20,No,travel_rarely,959.0,1,3,life sciences,657.0,4.0,M,83.0,2.0,1.0, research scientist ,2.0,unknown,11757,1,no,13.0,3.0,4.0,0.0,1.0,0.0,4.0,1.0,0,0,2003,yes
1311,43,No,travel_rarely,782.0,14,4,other,661.0,2.0,H,50.0,2.0,4.0, research director ,4.0,divorced,2671,4,no,14.0,3.0,3.0,1.0,21.0,3.0,3.0,1.0,0,0,1980,no
1312,38,No,travel_rarely,362.0,27,1,life sciences,662.0,3.0,M,0.0,3.0,1.0, research scientist ,1.0,unknown,14561,3,no,17.0,3.0,4.0,0.0,8.0,3.0,2.0,0.0,0,0,1985,yes
1313,33,No,travel_rarely,1216.0,8,4,marketing,,3.0,H,39.0,3.0,2.0, sales executive ,3.0,divorced,20431,0,no,12.0,3.0,4.0,0.0,6.0,3.0,3.0,5.0,1,2,1990,no
1314,30,No,travel_rarely,160.0,3,3,unknown,,3.0,M,71.0,3.0,1.0, research scientist ,3.0,unknown,22653,1,no,20.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,0,0,1993,no
1315,29,No,travel_rarely,804.0,44,2,medical,690.0,2.0,M,62.0,3.0,2.0, sales executive ,3.0,unknown,3487,1,no,14.0,3.0,1.0,1.0,,5.0,2.0,6.0,1,2,1994,no
1316,20,Yes,travel_rarely,1362.0,10,1,medical,701.0,4.0,H,32.0,3.0,1.0, research scientist ,3.0,single,26999,1,no,11.0,3.0,4.0,0.0,,5.0,3.0,1.0,1,1,2003,yes
1317,35,No,non-travel,727.0,20,3,unknown,704.0,2.0,H,41.0,2.0,1.0, laboratory technician ,3.0,married,16900,1,no,18.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,0,0,1988,no
1318,37,No,travel_rarely,1225.0,10,2,life sciences,715.0,4.0,H,80.0,4.0,1.0, research scientist ,4.0,single,15232,3,no,17.0,3.0,1.0,0.0,,2.0,3.0,1.0,0,0,1986,yes
1319,38,No,travel_rarely,168.0,1,3,unknown,743.0,3.0,M,81.0,3.0,3.0, manufacturing director ,3.0,single,15397,4,yes,14.0,3.0,4.0,0.0,10.0,4.0,3.0,1.0,0,0,1985,yes
1320,29,No,travel_rarely,1396.0,10,3,unknown,749.0,3.0,H,0.0,3.0,1.0, sales representative ,3.0,single,2755,1,no,11.0,3.0,3.0,0.0,1.0,6.0,3.0,1.0,0,0,1994,no
1321,35,No,travel_rarely,1225.0,2,4,unknown,,4.0,M,61.0,3.0,2.0, healthcare representative ,1.0,divorced,4761,2,no,11.0,3.0,1.0,1.0,16.0,2.0,4.0,1.0,0,0,1988,yes
1322,38,No,travel_rarely,268.0,2,5,medical,773.0,4.0,H,92.0,3.0,1.0, research scientist ,3.0,married,20471,6,yes,13.0,3.0,2.0,1.0,,0.0,1.0,1.0,0,1,1985,yes
1323,34,No,travel_rarely,167.0,8,5,life sciences,775.0,2.0,M,32.0,3.0,2.0, manufacturing director ,1.0,unknown,4187,3,no,14.0,3.0,3.0,1.0,,3.0,3.0,0.0,0,0,1989,yes
1324,23,Yes,travel_rarely,1243.0,6,3,life sciences,811.0,3.0,H,0.0,4.0,1.0, laboratory technician ,1.0,unknown,3445,1,yes,21.0,4.0,3.0,2.0,1.0,2.0,3.0,0.0,0,0,2000,no
1325,24,No,travel_rarely,1092.0,9,3,life sciences,812.0,3.0,H,60.0,2.0,1.0, laboratory technician ,2.0,divorced,26551,1,no,11.0,3.0,3.0,3.0,,4.0,3.0,1.0,0,0,1999,no
1326,29,Yes,travel_rarely,805.0,1,2,life sciences,816.0,2.0,M,36.0,2.0,1.0, laboratory technician ,1.0,married,6689,1,no,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0,0,1994,yes
1327,40,No,travel_frequently,720.0,16,4,medical,832.0,1.0,H,51.0,2.0,2.0, laboratory technician ,3.0,unknown,11983,6,no,14.0,3.0,4.0,0.0,10.0,6.0,3.0,1.0,0,0,1983,yes
1328,30,No,travel_rarely,804.0,2,3,unknown,833.0,3.0,M,52.0,2.0,2.0, manufacturing director ,4.0,single,20234,5,no,24.0,4.0,2.0,0.0,12.0,4.0,2.0,0.0,0,0,1993,yes
1329,45,No,travel_rarely,252.0,2,3,unknown,834.0,2.0,M,95.0,2.0,1.0, research scientist ,3.0,unknown,6153,1,no,14.0,3.0,4.0,0.0,1.0,3.0,3.0,1.0,0,0,1978,yes
1330,27,No,travel_rarely,443.0,3,3,medical,,4.0,H,50.0,3.0,1.0, research scientist ,4.0,married,16571,1,no,11.0,3.0,3.0,3.0,0.0,6.0,2.0,0.0,0,0,1996,yes
1331,37,No,travel_rarely,342.0,16,4,marketing,,4.0,H,66.0,2.0,2.0, sales executive ,3.0,unknown,24558,4,no,19.0,3.0,4.0,2.0,9.0,2.0,3.0,1.0,0,0,1986,yes
1332,32,No,travel_rarely,300.0,1,3,life sciences,,4.0,H,61.0,3.0,1.0, laboratory technician ,4.0,divorced,9148,0,no,12.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,0,2,1991,yes
1333,53,No,travel_rarely,868.0,8,3,marketing,897.0,1.0,H,73.0,3.0,4.0, sales executive ,4.0,married,22789,5,no,14.0,3.0,3.0,1.0,28.0,3.0,3.0,2.0,2,2,1970,yes
1334,37,No,travel_rarely,1252.0,19,2,unknown,904.0,1.0,H,32.0,3.0,3.0, sales executive ,2.0,single,4814,1,yes,13.0,3.0,4.0,0.0,,2.0,3.0,10.0,0,9,1986,no
1335,32,Yes,travel_rarely,374.0,25,4,unknown,911.0,1.0,H,87.0,3.0,1.0, laboratory technician ,4.0,unknown,18016,1,no,24.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0,1,1991,yes
1336,58,Yes,travel_frequently,781.0,2,1,unknown,918.0,4.0,H,57.0,2.0,1.0, laboratory technician ,4.0,divorced,13384,9,no,14.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,0,0,1965,yes
1337,43,No,travel_rarely,177.0,8,3,unknown,,1.0,M,55.0,3.0,2.0, manufacturing director ,2.0,divorced,23814,4,no,21.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,0,0,1980,no
1338,21,Yes,travel_rarely,1427.0,18,1,other,923.0,4.0,M,65.0,3.0,1.0, research scientist ,4.0,single,8870,1,no,19.0,3.0,1.0,0.0,,3.0,2.0,1.0,0,0,2002,no
1339,34,No,travel_rarely,546.0,48,3,life sciences,934.0,4.0,H,83.0,3.0,1.0, laboratory technician ,2.0,unknown,6896,1,no,14.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1,0,1989,yes
1340,58,No,travel_rarely,1272.0,5,3,unknown,940.0,3.0,M,37.0,2.0,3.0, healthcare representative ,2.0,divorced,9255,2,no,13.0,3.0,4.0,1.0,24.0,3.0,3.0,6.0,0,4,1965,no
1341,48,No,travel_rarely,804.0,20,4,medical,945.0,4.0,H,51.0,3.0,1.0, research scientist ,3.0,married,5543,4,no,17.0,3.0,1.0,2.0,13.0,2.0,2.0,0.0,0,0,1975,no
1342,32,No,non-travel,1184.0,1,3,life sciences,951.0,3.0,M,70.0,2.0,1.0, laboratory technician ,2.0,married,3974,6,no,20.0,3.0,3.0,0.0,5.0,3.0,3.0,3.0,0,2,1991,yes
1343,25,Yes,travel_rarely,867.0,19,2,marketing,952.0,3.0,H,36.0,2.0,1.0, sales representative ,2.0,married,18798,1,yes,18.0,3.0,3.0,3.0,,2.0,3.0,1.0,0,0,1998,no
1344,40,No,travel_rarely,658.0,10,4,marketing,954.0,1.0,H,67.0,2.0,3.0, sales executive ,2.0,divorced,20652,2,no,12.0,3.0,2.0,1.0,11.0,2.0,2.0,1.0,0,0,1983,yes
1345,19,Yes,travel_rarely,419.0,21,3,other,959.0,4.0,H,37.0,2.0,1.0, sales representative ,2.0,single,9947,1,yes,13.0,3.0,2.0,0.0,1.0,3.0,4.0,1.0,0,0,2004,no
1346,20,Yes,travel_rarely,129.0,4,3,technical degree,,1.0,H,84.0,3.0,1.0, laboratory technician ,1.0,single,13008,1,no,19.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,0,0,2003,no
1347,33,No,travel_rarely,1069.0,1,3,unknown,,2.0,M,42.0,2.0,2.0, healthcare representative ,4.0,unknown,12291,0,no,14.0,3.0,1.0,0.0,6.0,3.0,3.0,5.0,1,4,1990,yes
1348,58,Yes,travel_rarely,289.0,2,3,unknown,,4.0,H,51.0,3.0,1.0, research scientist ,3.0,single,26227,4,no,24.0,4.0,1.0,0.0,7.0,4.0,3.0,1.0,0,0,1965,no
1349,40,Yes,non-travel,1479.0,24,3,unknown,986.0,2.0,M,100.0,4.0,4.0, sales executive ,2.0,single,17071,4,no,16.0,3.0,4.0,0.0,22.0,2.0,2.0,1.0,0,0,1983,yes
1350,29,Yes,travel_rarely,906.0,10,3,unknown,994.0,4.0,M,92.0,2.0,1.0, research scientist ,1.0,single,11479,6,yes,20.0,4.0,3.0,0.0,3.0,5.0,3.0,0.0,0,0,1994,yes
1351,47,No,travel_rarely,955.0,18,2,life sciences,1003.0,4.0,M,83.0,3.0,2.0, sales executive ,4.0,single,8571,1,yes,17.0,3.0,3.0,0.0,9.0,0.0,3.0,9.0,0,7,1976,no
1352,18,No,travel_rarely,287.0,5,2,unknown,1012.0,2.0,H,73.0,3.0,1.0, research scientist ,4.0,unknown,13493,1,no,15.0,3.0,4.0,0.0,,2.0,3.0,0.0,0,0,2005,yes
1353,20,Yes,travel_rarely,1097.0,16,3,medical,,4.0,M,98.0,2.0,1.0, research scientist ,1.0,unknown,18275,1,yes,15.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,0,0,2003,no
1354,42,No,travel_rarely,265.0,5,2,unknown,1029.0,4.0,H,90.0,3.0,5.0, manager ,3.0,unknown,7770,6,no,13.0,3.0,2.0,0.0,21.0,3.0,4.0,1.0,0,0,1981,yes
1355,50,No,travel_rarely,804.0,9,3,unknown,,1.0,H,64.0,3.0,1.0, laboratory technician ,4.0,married,20165,4,no,18.0,3.0,2.0,0.0,8.0,5.0,3.0,1.0,0,0,1973,yes
1356,37,Yes,travel_rarely,1141.0,11,2,medical,1033.0,1.0,M,61.0,1.0,2.0, healthcare representative ,2.0,unknown,14382,5,no,15.0,3.0,1.0,0.0,15.0,2.0,1.0,1.0,0,0,1986,yes
1357,38,No,travel_rarely,804.0,3,4,life sciences,,2.0,H,42.0,3.0,2.0, sales executive ,4.0,unknown,4981,8,yes,12.0,3.0,3.0,0.0,19.0,1.0,3.0,1.0,0,0,1985,no
1358,36,Yes,travel_rarely,660.0,15,3,unknown,1052.0,1.0,H,81.0,3.0,2.0, laboratory technician ,3.0,divorced,7858,7,no,14.0,3.0,2.0,1.0,9.0,3.0,2.0,1.0,0,0,1987,yes
1359,28,No,travel_rarely,1144.0,10,1,medical,1056.0,4.0,H,74.0,3.0,1.0, sales representative ,2.0,married,23384,1,no,22.0,4.0,2.0,0.0,,5.0,3.0,1.0,0,0,1995,yes
1360,43,No,travel_rarely,415.0,25,3,unknown,1076.0,3.0,H,0.0,2.0,3.0, sales executive ,4.0,unknown,5268,5,no,13.0,3.0,3.0,1.0,18.0,5.0,3.0,1.0,0,0,1980,yes
1361,21,Yes,travel_rarely,1334.0,10,3,unknown,1079.0,3.0,M,36.0,2.0,1.0, laboratory technician ,1.0,single,17258,1,no,13.0,3.0,1.0,0.0,1.0,6.0,2.0,1.0,1,0,2002,yes
1362,51,Yes,travel_rarely,1323.0,4,4,unknown,1081.0,1.0,H,34.0,3.0,1.0, research scientist ,3.0,married,10332,9,no,12.0,3.0,3.0,3.0,18.0,2.0,4.0,10.0,2,7,1972,no
1363,37,No,travel_rarely,309.0,10,4,unknown,1105.0,4.0,M,88.0,2.0,2.0, sales executive ,4.0,divorced,24223,2,yes,14.0,3.0,3.0,3.0,8.0,5.0,3.0,1.0,0,0,1986,no
1364,28,Yes,travel_rarely,1009.0,1,3,medical,1111.0,1.0,H,45.0,2.0,1.0, laboratory technician ,2.0,divorced,7160,1,no,15.0,3.0,1.0,2.0,,2.0,3.0,1.0,0,0,1995,no
1365,50,Yes,travel_rarely,804.0,1,4,unknown,1113.0,4.0,H,81.0,3.0,2.0, sales executive ,3.0,single,17251,3,yes,14.0,3.0,4.0,0.0,5.0,4.0,3.0,0.0,0,0,1973,yes
1366,34,No,travel_rarely,697.0,3,4,unknown,1115.0,3.0,H,40.0,2.0,1.0, research scientist ,4.0,unknown,22478,3,no,17.0,3.0,4.0,3.0,6.0,2.0,3.0,0.0,0,0,1989,yes
1367,38,No,travel_rarely,130.0,2,2,marketing,1125.0,4.0,H,32.0,3.0,3.0, sales executive ,2.0,single,20619,7,no,16.0,3.0,3.0,0.0,,2.0,3.0,1.0,0,0,1985,yes
1368,42,No,travel_rarely,188.0,29,3,unknown,,2.0,H,56.0,1.0,2.0, laboratory technician ,4.0,unknown,9558,4,no,19.0,3.0,1.0,0.0,16.0,3.0,3.0,1.0,0,0,1981,no
1369,18,Yes,travel_rarely,247.0,8,1,unknown,1156.0,3.0,H,80.0,3.0,1.0, laboratory technician ,3.0,single,13556,1,no,12.0,3.0,4.0,0.0,,0.0,3.0,0.0,0,0,2005,yes
1370,41,No,travel_rarely,167.0,12,4,unknown,1158.0,2.0,H,46.0,3.0,1.0, laboratory technician ,4.0,unknown,9051,3,yes,11.0,3.0,1.0,1.0,6.0,4.0,3.0,1.0,0,0,1982,no
1371,35,No,travel_rarely,982.0,1,4,medical,1172.0,4.0,H,58.0,2.0,1.0, laboratory technician ,3.0,unknown,16340,6,no,12.0,3.0,2.0,1.0,,2.0,3.0,8.0,1,7,1988,yes
1372,32,No,travel_rarely,862.0,2,1,unknown,1190.0,3.0,M,76.0,3.0,1.0, sales representative ,1.0,unknown,14947,1,no,12.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,0,0,1991,yes
1373,22,Yes,travel_rarely,1256.0,3,4,life sciences,,3.0,H,48.0,2.0,1.0, research scientist ,4.0,married,4223,0,yes,11.0,3.0,2.0,1.0,1.0,5.0,3.0,0.0,0,0,2001,yes
1374,44,No,non-travel,111.0,26,3,unknown,1206.0,2.0,H,74.0,1.0,1.0, research scientist ,3.0,single,4279,2,no,13.0,3.0,4.0,0.0,6.0,3.0,3.0,0.0,0,0,1979,yes
1375,41,Yes,non-travel,906.0,5,2,life sciences,1210.0,1.0,H,95.0,2.0,1.0, research scientist ,1.0,unknown,20293,6,no,17.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,0,0,1982,yes
1376,40,No,travel_frequently,1184.0,2,4,unknown,,2.0,H,62.0,3.0,2.0, sales executive ,2.0,unknown,25440,5,no,12.0,3.0,4.0,3.0,,2.0,3.0,0.0,0,0,1983,no
1377,24,Yes,travel_rarely,984.0,17,2,life sciences,,4.0,M,97.0,3.0,1.0, laboratory technician ,2.0,unknown,3372,1,no,13.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0,0,1999,yes
1378,42,No,travel_frequently,458.0,26,5,medical,1242.0,1.0,M,60.0,3.0,3.0, research director ,1.0,married,23281,3,yes,17.0,3.0,3.0,0.0,,6.0,3.0,1.0,0,0,1981,no
1379,49,No,travel_rarely,1098.0,4,2,medical,1256.0,1.0,H,85.0,2.0,5.0, manager ,3.0,married,12124,2,no,13.0,3.0,3.0,1.0,23.0,2.0,4.0,1.0,0,0,1974,yes
1380,48,No,travel_rarely,969.0,2,2,technical degree,1258.0,4.0,H,76.0,4.0,1.0, laboratory technician ,2.0,single,16620,5,no,11.0,3.0,3.0,0.0,7.0,4.0,2.0,1.0,0,0,1975,yes
1381,29,No,travel_rarely,1329.0,7,3,unknown,1260.0,3.0,H,82.0,3.0,2.0, healthcare representative ,4.0,unknown,4204,1,no,11.0,3.0,2.0,2.0,6.0,2.0,3.0,6.0,1,0,1994,yes
1382,48,No,travel_rarely,715.0,1,3,life sciences,1263.0,4.0,H,76.0,2.0,5.0, research director ,4.0,single,8733,6,no,12.0,3.0,3.0,0.0,,3.0,4.0,1.0,0,0,1975,yes
1383,34,No,travel_rarely,1320.0,20,3,technical degree,,3.0,M,89.0,4.0,1.0, research scientist ,3.0,unknown,21643,0,no,17.0,3.0,4.0,0.0,2.0,5.0,2.0,1.0,0,0,1989,yes
1384,19,No,travel_rarely,265.0,25,3,life sciences,1269.0,2.0,M,57.0,4.0,1.0, research scientist ,4.0,single,21221,1,no,12.0,3.0,4.0,0.0,1.0,2.0,3.0,1.0,0,1,2004,yes
1385,23,No,travel_rarely,373.0,1,2,unknown,1270.0,4.0,H,47.0,3.0,1.0, research scientist ,3.0,unknown,16901,1,no,22.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,0,1,2000,no
1386,25,Yes,travel_frequently,599.0,32,1,unknown,1273.0,3.0,H,73.0,1.0,1.0, sales representative ,4.0,single,8040,1,yes,14.0,3.0,4.0,0.0,1.0,4.0,3.0,1.0,1,0,1998,yes
1387,42,No,travel_rarely,603.0,34,4,medical,,2.0,M,78.0,4.0,2.0, research scientist ,2.0,married,5628,6,yes,16.0,3.0,4.0,0.0,18.0,2.0,3.0,1.0,0,0,1981,no
1388,51,No,travel_frequently,968.0,6,2,medical,,2.0,M,40.0,2.0,1.0, laboratory technician ,3.0,single,4257,0,no,14.0,3.0,2.0,0.0,8.0,6.0,2.0,7.0,7,7,1972,no
1389,45,No,travel_frequently,364.0,25,3,medical,1306.0,2.0,M,0.0,3.0,5.0, manager ,2.0,unknown,13035,3,no,22.0,4.0,3.0,0.0,22.0,4.0,3.0,0.0,0,0,1978,no
1390,27,No,travel_rarely,1291.0,11,3,medical,1364.0,3.0,M,98.0,4.0,1.0, sales representative ,4.0,married,6527,8,no,14.0,3.0,2.0,1.0,5.0,4.0,3.0,1.0,0,0,1996,yes
